comment,likes,author,processed_comment
Me😹,0,@imasetiawan3657,me
2021 bru nontn. 😂,0,@arkhaarsya5912,bru nontn
W nonton ini 2021 beb,0,@khansa5048,w nonton beb
UU,0,@suciaticahyani7395,uu
2021anyone,0,@sumaiyaislam9368,anyone
Who is she? I am following her but I don't about her?,0,@funtv9610,who is she i am following her but i don t about her
Aku 2024 kak wkwkwk,0,@SitiNurhasanah-l4c,kak tertawa
Engga,0,@nadirabarawass1807,engga
Justru lebih murah .. Q beli d shopee lgsg dr officialstore nya focallure.,0,@sitihelda3835,murah q beli d shopee lgsg officialstore nya focallure
baru beli di desember 2019 tau dr akhir 2018:) duit mana duit,2,@alyanurminda,beli desember duit duit
Bagusss😴😴😴💜,0,@hilyaazzahra2930,bagus
Kalem la sis.. gua nonton dibulan desember 2019 wkwkw,9,@huangsintia5510,kalem la sis gua nonton bulan desember wkwkw
Desember 2019 gw,0,@mochsyahidin3585,desember
"Aku lihat desember 2019,dulu juga nonton gk bosan2 lucu Tasya ngomongnya,,hasilnya bagus cantik",1,@LisaWidjaksono83Arby,lihat desember nonton bosan lucu tasya ngomongnya hasil bagus cantik
"Olá, sou do Brasil e caso você tenha condições, habilite a tecla de legendas automáticas com tradução em seus vídeos! Pois assim, poderemos entender melhor ainda seus tutoriais, amo suas maquiagens! Parabéns!",9,@adrianafrittella,ol sou do brasil e caso voc tenha condi es habilite a tecla de legendas autom ticas com tradu o em seus v deos pois assim poderemos entender melhor ainda seus tutoriais amo suas maquiagens parab ns
Aku nonton karna aku mau beli makeupnya dan nemu vidionya kak tasya😘😁😁 2019,0,@cindympus4810,nonton beli makeupnya nemu vidionya kak tasya
Ini dirilis pas ak ultah nih wkwk:v,0,@kimais310,rilis pas ak ultah tertawa v
"bikin yang baru dong kak, yang produk barunya focallure",0,@eteyyyyyyyyyy,bikin kak produk baru focallure
"Sumpaahh Emg focallure itu BAGUUSS BANGEETT. !! MURAH TP GA MURAHAN 👍
AKU kseminggu yg lalu beli single blush on , eyeshadow palette, ultra chiclip, fluid foundation, brow's pen . Aahh liat kak Tasya jadi pengen koleksi lebih banyak lgi focallure 😍😍🥰🥰😘",0,@yuliambarwati307,sumpaahh emg focallure baguuss bangeett murah murah kseminggu beli single blush on eyeshadow palette ultra chiclip fluid foundation brow s pen aahh lihat kak tasya koleksi lgi focallure
"Gatau kenapa aku suka banget nontonin video ini berulang kali..
Padahal uda pernah nonton..
Soalnya bener2 se-hipe itu sih.
Dari sekian banyaknya one brand focallure, gatau kenapa suka videonya kak tasya ❤️",1,@elsamarhaenidamayanti,gatau suka banget nontonin video ulang kali uda nonton bener hipe sih sekian banyak one brand focallure gatau suka video kak tasya
"Nov 2019, gegara kaget liat di internet menjamur ini semua dgn budget murmer.",1,@misri2695,nov gegara kaget lihat internet jamur budget murmer
2019 nob,1,@nurindahstyani9007,nob
"Alay deh yg bilang ""ada yg nontn dibulan ini ga and blablabla."" nyampah.",64,@astripratiwiyu7335,alay deh bilang nontn bulan and blablabla nyampah
Bosenin,0,@dindaterre8444,bosenin
"""aku gamau bilang ini semua recommended tapi ini semua emang recommended""",6,@novitaanggraini8033,gamau bilang rekomendasi rekomendasi
Mirip mamanya kak tasya kalo make up gini,0,@sellymonika17,mama kak tasya make up
November 2019??😍,12,@sucirizkysyahputri6320,november
Aku baru nonton ini 2019 bulan November😂,5,@MoeundiTV,nonton november
31 Oktober 2019 baru ku tonton😂,0,@ifanafida776,oktober ku tonton
Bener .  Brisik banget,0,@janeyan5540,bener brisik banget
Biarin lah. Galak amat,2,@a.gustin758,biarin galak
Paan sih lo.,0,@septyasdwiastuti4922,paan sih lo
Ogebb lu,0,@shineee1692,ogebb lu
Dih gaje,0,@Ranita1911,dih gaje
Bikin tutorial makeup one brand Imagic kak.,0,@jessycatuneymahidi4667,bikin tutorial makeup one brand imagic kak
Menor bgt,0,@zulfaafa1933,menor banget
23 Oktober 2019,1,@NandaMartiyaWardani,oktober
Oktober 2019 😅😅 beljr make up,0,@helloitsmedla,oktober beljr make up
"Baru nonton 21 oktober 2019 , karena penasaran sama liquid eyeliner nya focallure , eh ternyata benerran murah 😆",0,@FirlyFizkiR,nonton oktober penasaran liquid eyeliner nya focallure eh benerran murah
Waw..waw..🤩,0,@Fennysa-b1l,waw waw
Hello kak ! aku dari malaysia tapi fans banget sama kak tasya !!! love banget !!!!!!!!!!! 😘😘😘😘,0,@aishanaziha5245,hello kak malaysia fans banget kak tasya love banget
"Mendadak kangen liat old videonya tasya. Gatau knp atmosfernya beda pas jaman2 belum seterkenal sekarang. Tp gpp, aq tetep cintaaa💓",0,@wiwinwulandari5907,dadak kangen lihat old video tasya gatau knp atmosfer beda pas jaman kenal gpp tetep cinta
Focallur sudah ada di Inone Store MOI,0,@asnawihutabarat1788,focallur inone store moi
"Kak, abis tutorial barangnya kasih ke aku aja😂 udah gak kk pake kan",0,@dewilestari8466,kak abis tutorial barang kasih kak pakai
tks mba tasya sdh bikin video one brand and cheap prise. in shaa allah aku akan forward k sdr n temen2. I am so proud of you who always give your experiance and good tips...👍👍,2,@faridamunawar4284,tks mba tasya sdh bikin video one brand and cheap prise in shaa allah forward k sdr n temen i am so proud of you who always give your experiance and good tips
"Dr awal vidio gw resep bgt liat mulut nya Tasya ngmg kya ada berat2nya tp lincah ngmgnya, trnyta Tasya prnh pake behel",0,@afnianggrainy6603,vidio resep banget lihat mulut nya tasya ngmg kya berat nya lincah ngmgnya trnyta tasya prnh pakai behel
September 17 2019 ❤,0,@irwanquxtc4602,september
"Kak bikin video 1 swatch make up dong kak, kayanya belum ada yang buat",0,@naylabungapr,kak bikin video swatch make up kak kaya
Aku beli concelernya cuman 25k,0,@ikhsanbagaskara9142,beli concelernya cuman k
September 2019 krn ad promo d shopee.. omg,1,@mitasri8171,september ad promo d shopee ya ampun
Buat tutor make up full make up hera dong kk,0,@iqnbl30,tutor make up full make up hera kak
Ada yang liat 2019 bulan september kah seperti aku :'D?,60,@dirafadhillah6409,lihat september kah d
2019 september???🙌,0,@elsaputriy3820,september
Aku malah 23 oktoberrr🤣,0,@aushafilmahmuda5084,oktober
Nonton ini krna timbul di beranda 😂😅,0,@verensalehati3594,nonton krna timbul beranda
jam 12 malam ?? ngantuk ga sih kak? kak tasya makeupin kak tasyi donk tapi yang natural (^.^; ......kakak pinyer makeup....love u always kak tasya 😊,0,@linjianalaricjabbar5347,jam malam ngantuk sih kak kak tasya makeupin kak tasyi donk natural kakak pinyer makeup love u always kak tasya
kk tasya operasi plastik ya kok cantik banget sih kayak barbie hhh,0,@gulalilucu2711,kak tasya operasi plastik ya cantik banget sih kayak barbie h
"Haii kak tasya,, semoga aku bisa beli makeup yg mendingan ya, soalnya aku suka banget makeup dan dandanin org, tapi pake makeup yg bnrt² di bawah bgt 30-40rb itu paling mahal
Kadang kalo lagi makeup suka so soan kyak lg ng vlog gtu, tp itu cuma ngomong sendiri depan kaca😂
Berharap bisa beli makeup yg mendingan lah lengkap gtu gak perlu mahal yg penting bisa lengkap dan bagus kalo di pake😁
Aku suka liatin tutorial nya kak tasya meskipun jarang karna kuota terbatas😂😂dan klo beli makeup suka mikir 2x antara beli beras atau beli makeu😂",3,@rahayurahman6797,hai kak tasya moga beli makeup mending ya suka banget makeup dandanin orang pakai makeup bnrt banget rb mahal kadang makeup suka so soan kyak lg ng vlog gtu ngomong kaca harap beli makeup mending lengkap gtu mahal lengkap bagus pakai suka liatin tutorial nya kak tasya jarang kuota batas beli makeup suka mikir x beli beras beli makeu
Bangus bnget hasilnya❤,1,@adindaml.7398,bangus bnget hasil
Kak bikin dong sebelah make up murah sebelah nya lagi make up mahal,2,@shellanidha8366,kak bikin belah make up murah belah nya make up mahal
Keren abis jago make up pngn dch akoe di make up in kkk,0,@rimayunix7532,keren abis jago make up pngn dch akoe make up in k
Alhamdulillah aq udh punya make up focallure 1 set.. Emng bagus bgt tau ka @tasya farasya,0,@nounaqueen1228,alhamdulillah make up focallure set emng bagus banget kak farasya
Yaaa dia boro2 murah... Ga di apa2in juga emang dasarnya dah cantik hampir semoyrna bangeeettt...,0,@rosdarline7482,ya boro murah in dasar dah cantik semoyrna banget
"Gila abis liat reviewnya kak tasya dan gue cobain sendiri produk focallure jadi nagiiiihhhh :'v bener2 murah but gak murahan,dari foundation,blush on sampe eye shadow juga murah semuwaaahh",3,@vivianacdchintya1831,gila abis lihat reviewnya kak tasya cobain produk focallure nagih v bener murah but murah foundation blush on eye shadow murah semuwahh
Agustus 2019.....?,0,@riantambuwun2115,agustus
"Inget bgt pas nikah mua nya pake focalure,dan reflek gw nanya, wah pake focalure pasti bkl bagus bgt ,dan dia bilang gara2 tasya farasya paletnya jadi mahal bgt,padahal dlm hati gw bilang ""sorry mb gw teamnya tasya ""😡",32,@novikaintansaptiwi7736,inget banget pas nikah mua nya pakai focalure reflek nanya pakai focalure bkl bagus banget bilang gara tasya farasya palet mahal banget dlm hati bilang sorry mb teamnya tasya
kirain totalnya semua produk dibawah 100k dapet semua wkwk kaget,0,@namiranfa1120,kirain total produk bawah k tertawa kaget
Y ampuuuunnnn kerennn hrga jg msh masuk buat klangn stndr dn hasilnya kereeeeennnn binggow,0,@nenyjunenysabarypa1375,y ampun keren hrga msh masuk klangn stndr dn hasil keren binggow
12 Agustus 19,0,@pirdanty4524,agustus
Focallure emg best banget😭,0,@aryaagungdavina8653,focallure emg best banget
"Kaaa tasyaaa,ya ampunnn.kaka mo pake product apapun tetep cocom dimuka kaka. Cantik bangettt",0,@nurgita5159,kak tasya ya ampun kaka mo pakai product apa tetep cocom muka kaka cantik banget
Cantik banget,0,@mutiaapsari4462,cantik banget
Mau beli dimana foundation nya aja...dan blus on nya bagus bgt produknya,0,@saralonahendarto1660,beli mana foundation nya blus on nya bagus banget produk
"Kayaknya bukan karena kak Tasya nya sih kak, tapi karena udah ber-BPOM sekarang.. menurutku sih gitu CMIIW 😊",3,@dewiagustini3662,kayak kak tasya nya sih kak ber bpom turut sih cmiiw
"kak tasya untuk kulit berminyak rekom nggak kak make up nya ini? 
kalau memang rekom berapa lama bisa tahan dikulit berminyak kak?
takut pori poriku tambah membesar
please jawab ya kak",0,@channelkita6030,kak tasya kulit minyak rekom kak make up nya rekom tahan kulit minyak kak takut pori pori besar please ya kak
Emang murah ko q beli tahun 2016 q blm tau kalo ternyata bagus cuma beli karna dari luar negeri dan murah warna nya bagus,0,@mariamzahira6349,murah ko q beli q bagus beli negeri murah warna nya bagus
Ada yg liat di tahun 2019 bulan Agustus ga?😂,259,@steviemonicaani3007,lihat agustus
1 agustus 2019,0,@barbargaming9642,agustus
Flashback ketika kak tasya baru mengenal focallure,0,@valkyrienna,flashback kak tasya kenal focallure
Enak banget yah jadi kak tasya pruduk bagus kayak gitu  cuman dikasih..coba aja klo aku beli my baby aja nyicil dulu😥😥😥😥padahal pengen banget belajar dandan😭,0,@juwitaamanda9141,enak banget yah kak tasya pruduk bagus kayak cuman kasih coba beli my baby nyicil banget ajar dandan
beliin semua keluarga kalian,0,@yunisartika1008,beliin keluarga
Juli 2019?,3,@angellicaberliana4322,juli
Kaya dua lipaaaa,0,@parkhakyo3436,kaya lipa
Yang area tengah jawa tengah yang mau beli produk focallure bisa ke saya bisa kirim2 juga ke seluruh indonesi,0,@Hanungpradanara,area jawa beli produk focallure kirim indonesi
"Video ini di apload sebelum kk tasya menikah 😂😅,lah gw nonton malah pas kk tasya udah nikah malahan udah lama banget gw nonton hari rabu tgl 10 juli 2019 maklum subscriber baru,dan gw aja subscribe kk tasya pas kk ricis ke rumah kk tasya makanya gw cari tau tentang kk tasya langsung subscribe deh,dan juga berhubung aku juga suka banget make up (nggak usah nanya aku ini suka beneran atau enggak sama make up aku aja sampek beli eyishadow,blush on,hilighter,sama contur,kan dicampur dalam satu tempat gitu ya itu aja harganya 6.500.000 sampek sampek ibu aku kaget, yaelah ya jelas mahal lah orang 1 tempat itu lengkap semuanya ada eyishadow, blush on, hilighter, dan contur itu di campur bukan dicampur sih maksudnya dalam 1 tempat itu ada semua perlengkapan itu gitu lohhhh ""maaf ya nulis eyishadow, blush on, hilighter, dan contur, nya itu salah) itu dia makanya aku langsung nge fans banget sama kk tasya biar tehnik make up ku itu meningkat gitu",10,@marsyazhr__,video apload kak tasya meni nonton pas kak tasya nikah banget nonton rabu tgl juli maklum subscriber subscribe kak tasya pas kak ricis rumah kak tasya cari kak tasya langsung subscribe deh hubung suka banget make up nanya suka beneran make up sampek beli eyishadow blush on hilighter contur campur ya harga sampek sampek kaget yaelah ya mahal orang lengkap eyishadow blush on hilighter contur campur campur sih maksud lengkap loh maaf ya nulis eyishadow blush on hilighter contur nya salah langsung nge fans banget kak tasya biar tehnik make up ku tingkat
Tiap hari liat tutorial ka tasya.dan sekarang auto beli di ars fashion😍😍,1,@Kusbaniyah,lihat tutorial kak tasya auto beli ars fashion
juli dong:v,0,@1pa16shelariana3,juli v
Tau produknya juli 2019,0,@lia_sahuri09,produk juli
03 juli 2019 gw baru nonton 😂,2,@yunaliem8404,juli nonton
"Saya pke produk focallure, tapi pas pke produk highlighter nya, di siang hari aja udh ilang tuh highlighter nya,. Udh pudar2 gitu,... Knpa ya ..? 

#bagi ilmu",3,@rkookie2469,pakai produk focallure pas pakai produk highlighter nya siang ilang tuh highlighter nya pudar knpa ya ilmu
Gue kesini gara2 gua ikut arisan mak2.dptnya produk ini..trnyta jdinya make upnya waow bget...,0,@ingemia8679,kesini gara gua arisan mak dptnya produk trnyta jdinya make upnya waow bget
Racuuunn.. Aku ganti semua make up aku pakai focallure😍❤,0,@riskaayulida2815,racunn ganti make up pakai focallure
Cantik bngt kk tasya❤❤,1,@lindikumala5478,cantik banget kak tasya
Besok hunting 😁,0,@IrmaWati-mr6zw,besok hunting
Ya aku ni baru nonton 😂,1,@finazalzabillah,ya ni nonton
 @fasyaputri5215  knp?,0,@steviemonicaani3007,knp
Aku malah liatnya di september 2019 🤣🤣,1,@niafitriasari6565,liat september
aku liat bulan september 2019 🇮🇩,1,@linjianalaricjabbar5347,lihat september
Aku bulan september,0,@ayyanahdiii9122,september
Ak bulan September,0,@momyneo7278,ak september
Saya bulan Oktober 😭,0,@Akbarsigmaa,oktober
Aq malah 2021 baru liat🤣,0,@riasuhairiyah5778,lihat
Aq beli d shopee 2x lbh murah dan ori tapi langsung dri cina dan 2 mingguan..yg paling bagus palette dan eye liner nya yg paling gak aq suka lips cream nya karena lengket,0,@vandha7094,beli d shopee x lbh murah ori langsung dri cina minggu bagus palette eye liner nya suka lips cream nya lengket
Kk kaya pemain aladdin Naomi scoot pemeran putri jasmine bikin tutorial make up nya dong make up putri jasmine,0,@shindavina6206,kak kaya main aladdin naomi scoot per putri jasmine bikin tutorial make up nya make up putri jasmine
thumbnail nya mirip dua lipa masa😅,1,@tiaramaharani742,thumbnail nya lipa
Kalo mau beli focallure yg ori dimana?  Plis info  :(,0,@blithedije6868,beli focallure ori mana plis info
Baru liat sekarang wkwk,0,@feyypinontoan5942,lihat tertawa
cuma sayang wrna foundation nya trlalu putih milihnya 😂 jadi keliatan aneh sama lehernya warm tone bgt,1,@blissinriots7368,sayang wrna foundation nya trlalu putih milihnya liat aneh leher warm tone banget
Ska banget kak...,0,@vebriyanichrismelinda5559,ska banget kak
foundie ny keputihan😭,0,@lauraangelica5607,foundie ny putih
"Ka,  lipmatte nya no brp aja ya",0,@nurapratama2176,kak lipmatte nya no brp ya
"Sis dont trying to hard to sell the products even you has contract with focallure companies.. Don't makes to much ""WOW"" just be simple and focus on your makeup.",0,@LilithEveMaria,sis dont trying to hard to sell the products even you has contract with focallure companies don t makes to much wow just be simple and focus on your makeup
Guwe liat bulan juni 2019,79,@Lael_official,guwe lihat juni
"Gua tadinya salah beli concealer di online di kirim ny malah focallure gua kira b aja gt tauny full coverage bgt anjir sama concealer gua yg lama beda bgt concealer gua yg lama klo gua pake setting spray kebanyakan suka kek mau luntur gt tp pas gua coba si focallure ga sama sekali loh gua sampe terheran"" ini tuh sebenerny concealer apa fondation *monmaap alayHAHA",0,@sahilanz8969,gua salah beli concealer online kirim ny focallure gua b gt tauny full coverage banget anjir concealer gua beda banget concealer gua gua pakai setting spray banyak suka kek luntur gt pas gua coba si focallure loh gua heran tuh sebenerny concealer fondation monmaap alayhaha
nonton juni 2019 jam 12 malem lol,0,@aryindah1326,nonton juni jam malem lol
Aku juga sering kak belanja di ars_fashion,0,@ayraachalik9013,kak belanja ars fashion
Aku beli concelear yg big cover cuman 30.000 anjir yg stick cuman 27.000,0,@iswati184,beli concelear big cover cuman anjir stick cuman
yea yea juni 2019??,1,@christinaleen2236,yea yea juni
"June, 2k19
Baru banget nonton?😂",0,@aileennathaliew966,june k banget nonton
Pengen deh di dandanin kamu tasy,0,@meeza2496,deh dandanin tasy
Aku gak suka warna rambut nya😭😭,1,@nuurahdahani3949,suka warna rambut nya
video ini dia bikin sblm contract sm focallure ga si...,0,@marijskanaia2724,video bikin sblm contract focallure si
"Sahila Nz info dong, dapetnya concealer nya yg model mana kak? sepertinya bagus yaa",0,@heylaila5745,sahila nz info dapetnya concealer nya model kak bagus ya
 @heylaila5745  Aku beli di shopee toko dabellezashop cari aja disitu concelaer focalure pokony,0,@sahilanz8969,beli shopee toko dabellezashop cari situ concelaer focalure pokony
Nonton jam 9malam donh sangking gk bisa tidur 😂😂😅😅,0,@abil3328,nonton jam malam donh sangking tidur
Eyelinernya bagus ya kak,0,@lkacooky327,eyelinernya bagus ya kak
Make up 1 box😭ip x😭 mimpi doang emg😭,0,@nettaa07,make up box ip x mimpi doang emg
Liat baru Mei 2019,0,@salbiyahalhadar4642,lihat mei
I LOVE YOU KAK TESSA❤️❤️❤️❤️,0,@kieshkart1041,i love you kak tessa
skg smua udah naik harganya😊,0,@eunikelumapow7843,skg smua harga
"mw nanya dongg.. kan focallure concealer ada 4 jenis gitu kan klo ga slah (yg stick, big cover, cream, n liquid).. klo yg pling high coverage bwt nutupin jrawat/bekas jrawat tuh yg mna yaaa? butuh bantuan hehe",0,@pocky3308,mw nanya dongg focallure concealer jenis slah stick big cover cream n liquid pling high coverage bwt nutupin jrawat bekas jrawat tuh mna ya butuh bantu hehe
