comment_raw,comment_preprocessing,label_sentimen
September 2019 krn ad promo d shopee.. omg,september ad promo d shopee ya ampun,positif
Buat tutor make up full make up hera dong kk,tutor make up full make up hera kak,netral
Ada yang liat 2019 bulan september kah seperti aku :'D?,lihat september kah d,netral
2019 september???🙌,september,netral
Aku malah 23 oktoberrr🤣,oktober,netral
Nonton ini krna timbul di beranda 😂😅,nonton krna timbul beranda,netral
jam 12 malam ?? ngantuk ga sih kak? kak tasya makeupin kak tasyi donk tapi yang natural (^.^; ......kakak pinyer makeup....love u always kak tasya 😊,jam malam ngantuk sih kak kak tasya makeupin kak tasyi donk natural kakak pinyer makeup love u always kak tasya,positif
kk tasya operasi plastik ya kok cantik banget sih kayak barbie hhh,kak tasya operasi plastik ya cantik banget sih kayak barbie h,positif
"Haii kak tasya,, semoga aku bisa beli makeup yg mendingan ya, soalnya aku suka banget makeup dan dandanin org, tapi pake makeup yg bnrt² di bawah bgt 30-40rb itu paling mahal
Kadang kalo lagi makeup suka so soan kyak lg ng vlog gtu, tp itu cuma ngomong sendiri depan kaca😂
Berharap bisa beli makeup yg mendingan lah lengkap gtu gak perlu mahal yg penting bisa lengkap dan bagus kalo di pake😁
Aku suka liatin tutorial nya kak tasya meskipun jarang karna kuota terbatas😂😂dan klo beli makeup suka mikir 2x antara beli beras atau beli makeu😂",hai kak tasya moga beli makeup mending ya suka banget makeup dandanin orang pakai makeup bnrt banget rb mahal kadang makeup suka so soan kyak lg ng vlog gtu ngomong kaca harap beli makeup mending lengkap gtu mahal lengkap bagus pakai suka liatin tutorial nya kak tasya jarang kuota batas beli makeup suka mikir x beli beras beli makeu,positif
Bangus bnget hasilnya❤,bangus bnget hasil,positif
Kak bikin dong sebelah make up murah sebelah nya lagi make up mahal,kak bikin belah make up murah belah nya make up mahal,netral
Keren abis jago make up pngn dch akoe di make up in kkk,keren abis jago make up pngn dch akoe make up in k,positif
Alhamdulillah aq udh punya make up focallure 1 set.. Emng bagus bgt tau ka @tasya farasya,alhamdulillah make up focallure set emng bagus banget kak farasya,positif
Yaaa dia boro2 murah... Ga di apa2in juga emang dasarnya dah cantik hampir semoyrna bangeeettt...,ya boro murah in dasar dah cantik semoyrna banget,positif
"Gila abis liat reviewnya kak tasya dan gue cobain sendiri produk focallure jadi nagiiiihhhh :'v bener2 murah but gak murahan,dari foundation,blush on sampe eye shadow juga murah semuwaaahh",gila abis lihat reviewnya kak tasya cobain produk focallure nagih v bener murah but murah foundation blush on eye shadow murah semuwahh,positif
Agustus 2019.....?,agustus,netral
"Inget bgt pas nikah mua nya pake focalure,dan reflek gw nanya, wah pake focalure pasti bkl bagus bgt ,dan dia bilang gara2 tasya farasya paletnya jadi mahal bgt,padahal dlm hati gw bilang ""sorry mb gw teamnya tasya ""😡",inget banget pas nikah mua nya pakai focalure reflek nanya pakai focalure bkl bagus banget bilang gara tasya farasya palet mahal banget dlm hati bilang sorry mb teamnya tasya,positif
kirain totalnya semua produk dibawah 100k dapet semua wkwk kaget,kirain total produk bawah k tertawa kaget,negatif
Y ampuuuunnnn kerennn hrga jg msh masuk buat klangn stndr dn hasilnya kereeeeennnn binggow,y ampun keren hrga msh masuk klangn stndr dn hasil keren binggow,positif
12 Agustus 19,agustus,netral
Focallure emg best banget😭,focallure emg best banget,positif
"Kaaa tasyaaa,ya ampunnn.kaka mo pake product apapun tetep cocom dimuka kaka. Cantik bangettt",kak tasya ya ampun kaka mo pakai product apa tetep cocom muka kaka cantik banget,positif
Cantik banget,cantik banget,positif
Mau beli dimana foundation nya aja...dan blus on nya bagus bgt produknya,beli mana foundation nya blus on nya bagus banget produk,positif
"Kayaknya bukan karena kak Tasya nya sih kak, tapi karena udah ber-BPOM sekarang.. menurutku sih gitu CMIIW 😊",kayak kak tasya nya sih kak ber bpom turut sih cmiiw,netral
"kak tasya untuk kulit berminyak rekom nggak kak make up nya ini? 
kalau memang rekom berapa lama bisa tahan dikulit berminyak kak?
takut pori poriku tambah membesar
please jawab ya kak",kak tasya kulit minyak rekom kak make up nya rekom tahan kulit minyak kak takut pori pori besar please ya kak,netral
Emang murah ko q beli tahun 2016 q blm tau kalo ternyata bagus cuma beli karna dari luar negeri dan murah warna nya bagus,murah ko q beli q bagus beli negeri murah warna nya bagus,positif
Ada yg liat di tahun 2019 bulan Agustus ga?😂,lihat agustus,netral
1 agustus 2019,agustus,netral
Flashback ketika kak tasya baru mengenal focallure,flashback kak tasya kenal focallure,netral
Enak banget yah jadi kak tasya pruduk bagus kayak gitu  cuman dikasih..coba aja klo aku beli my baby aja nyicil dulu😥😥😥😥padahal pengen banget belajar dandan😭,enak banget yah kak tasya pruduk bagus kayak cuman kasih coba beli my baby nyicil banget ajar dandan,positif
beliin semua keluarga kalian,beliin keluarga,positif
Juli 2019?,juli,netral
Kaya dua lipaaaa,kaya lipa,netral
Yang area tengah jawa tengah yang mau beli produk focallure bisa ke saya bisa kirim2 juga ke seluruh indonesi,area jawa beli produk focallure kirim indonesi,positif
"Video ini di apload sebelum kk tasya menikah 😂😅,lah gw nonton malah pas kk tasya udah nikah malahan udah lama banget gw nonton hari rabu tgl 10 juli 2019 maklum subscriber baru,dan gw aja subscribe kk tasya pas kk ricis ke rumah kk tasya makanya gw cari tau tentang kk tasya langsung subscribe deh,dan juga berhubung aku juga suka banget make up (nggak usah nanya aku ini suka beneran atau enggak sama make up aku aja sampek beli eyishadow,blush on,hilighter,sama contur,kan dicampur dalam satu tempat gitu ya itu aja harganya 6.500.000 sampek sampek ibu aku kaget, yaelah ya jelas mahal lah orang 1 tempat itu lengkap semuanya ada eyishadow, blush on, hilighter, dan contur itu di campur bukan dicampur sih maksudnya dalam 1 tempat itu ada semua perlengkapan itu gitu lohhhh ""maaf ya nulis eyishadow, blush on, hilighter, dan contur, nya itu salah) itu dia makanya aku langsung nge fans banget sama kk tasya biar tehnik make up ku itu meningkat gitu",video apload kak tasya meni nonton pas kak tasya nikah banget nonton rabu tgl juli maklum subscriber subscribe kak tasya pas kak ricis rumah kak tasya cari kak tasya langsung subscribe deh hubung suka banget make up nanya suka beneran make up sampek beli eyishadow blush on hilighter contur campur ya harga sampek sampek kaget yaelah ya mahal orang lengkap eyishadow blush on hilighter contur campur campur sih maksud lengkap loh maaf ya nulis eyishadow blush on hilighter contur nya salah langsung nge fans banget kak tasya biar tehnik make up ku tingkat,negatif
Tiap hari liat tutorial ka tasya.dan sekarang auto beli di ars fashion😍😍,lihat tutorial kak tasya auto beli ars fashion,positif
juli dong:v,juli v,netral
Tau produknya juli 2019,produk juli,netral
03 juli 2019 gw baru nonton 😂,juli nonton,netral
"Saya pke produk focallure, tapi pas pke produk highlighter nya, di siang hari aja udh ilang tuh highlighter nya,. Udh pudar2 gitu,... Knpa ya ..? 

#bagi ilmu",pakai produk focallure pas pakai produk highlighter nya siang ilang tuh highlighter nya pudar knpa ya ilmu,netral
Gue kesini gara2 gua ikut arisan mak2.dptnya produk ini..trnyta jdinya make upnya waow bget...,kesini gara gua arisan mak dptnya produk trnyta jdinya make upnya waow bget,netral
Racuuunn.. Aku ganti semua make up aku pakai focallure😍❤,racunn ganti make up pakai focallure,netral
Cantik bngt kk tasya❤❤,cantik banget kak tasya,positif
Besok hunting 😁,besok hunting,netral
Ya aku ni baru nonton 😂,ya ni nonton,netral
 @fasyaputri5215  knp?,knp,netral
Aku malah liatnya di september 2019 🤣🤣,liat september,netral
aku liat bulan september 2019 🇮🇩,lihat september,netral
Aku bulan september,september,netral
Ak bulan September,ak september,netral
Saya bulan Oktober 😭,oktober,netral
Aq malah 2021 baru liat🤣,lihat,netral
Aq beli d shopee 2x lbh murah dan ori tapi langsung dri cina dan 2 mingguan..yg paling bagus palette dan eye liner nya yg paling gak aq suka lips cream nya karena lengket,beli d shopee x lbh murah ori langsung dri cina minggu bagus palette eye liner nya suka lips cream nya lengket,positif
Kk kaya pemain aladdin Naomi scoot pemeran putri jasmine bikin tutorial make up nya dong make up putri jasmine,kak kaya main aladdin naomi scoot per putri jasmine bikin tutorial make up nya make up putri jasmine,netral
thumbnail nya mirip dua lipa masa😅,thumbnail nya lipa,netral
Kalo mau beli focallure yg ori dimana?  Plis info  :(,beli focallure ori mana plis info,positif
Baru liat sekarang wkwk,lihat tertawa,netral
cuma sayang wrna foundation nya trlalu putih milihnya 😂 jadi keliatan aneh sama lehernya warm tone bgt,sayang wrna foundation nya trlalu putih milihnya liat aneh leher warm tone banget,netral
Ska banget kak...,ska banget kak,netral
foundie ny keputihan😭,foundie ny putih,negatif
"Ka,  lipmatte nya no brp aja ya",kak lipmatte nya no brp ya,netral
"Sis dont trying to hard to sell the products even you has contract with focallure companies.. Don't makes to much ""WOW"" just be simple and focus on your makeup.",sis dont trying to hard to sell the products even you has contract with focallure companies don t makes to much wow just be simple and focus on your makeup,netral
Guwe liat bulan juni 2019,guwe lihat juni,netral
"Gua tadinya salah beli concealer di online di kirim ny malah focallure gua kira b aja gt tauny full coverage bgt anjir sama concealer gua yg lama beda bgt concealer gua yg lama klo gua pake setting spray kebanyakan suka kek mau luntur gt tp pas gua coba si focallure ga sama sekali loh gua sampe terheran"" ini tuh sebenerny concealer apa fondation *monmaap alayHAHA",gua salah beli concealer online kirim ny focallure gua b gt tauny full coverage banget anjir concealer gua beda banget concealer gua gua pakai setting spray banyak suka kek luntur gt pas gua coba si focallure loh gua heran tuh sebenerny concealer fondation monmaap alayhaha,positif
nonton juni 2019 jam 12 malem lol,nonton juni jam malem lol,netral
Aku juga sering kak belanja di ars_fashion,kak belanja ars fashion,netral
Aku beli concelear yg big cover cuman 30.000 anjir yg stick cuman 27.000,beli concelear big cover cuman anjir stick cuman,positif
yea yea juni 2019??,yea yea juni,netral
"June, 2k19
Baru banget nonton?😂",june k banget nonton,netral
Pengen deh di dandanin kamu tasy,deh dandanin tasy,netral
Aku gak suka warna rambut nya😭😭,suka warna rambut nya,positif
video ini dia bikin sblm contract sm focallure ga si...,video bikin sblm contract focallure si,netral
"Sahila Nz info dong, dapetnya concealer nya yg model mana kak? sepertinya bagus yaa",sahila nz info dapetnya concealer nya model kak bagus ya,positif
 @heylaila5745  Aku beli di shopee toko dabellezashop cari aja disitu concelaer focalure pokony,beli shopee toko dabellezashop cari situ concelaer focalure pokony,positif
Nonton jam 9malam donh sangking gk bisa tidur 😂😂😅😅,nonton jam malam donh sangking tidur,netral
Eyelinernya bagus ya kak,eyelinernya bagus ya kak,positif
Make up 1 box😭ip x😭 mimpi doang emg😭,make up box ip x mimpi doang emg,netral
Liat baru Mei 2019,lihat mei,netral
I LOVE YOU KAK TESSA❤️❤️❤️❤️,i love you kak tessa,positif
skg smua udah naik harganya😊,skg smua harga,netral
"mw nanya dongg.. kan focallure concealer ada 4 jenis gitu kan klo ga slah (yg stick, big cover, cream, n liquid).. klo yg pling high coverage bwt nutupin jrawat/bekas jrawat tuh yg mna yaaa? butuh bantuan hehe",mw nanya dongg focallure concealer jenis slah stick big cover cream n liquid pling high coverage bwt nutupin jrawat bekas jrawat tuh mna ya butuh bantu hehe,netral
mei 2019?,mei,netral
"26 Mei
kakak yg ngomong aku yang ngap🤔",mei kakak ngomong ngap,netral
Hit the like button if you searching for English comment,hit the like button if you searching for english comment,netral
cantikkkkkkkkkk,cantik,positif
Waw jadi pingin punya deh,waw pingin deh,netral
Siapa yang nonton 2019 mei pas lagi puasa like (ngak maksa),nonton mei pas puasa like ngak maksa,netral
Ka tasya cobain bikin konten challenge pake kerudung,kak tasya cobain bikin konten challenge pakai kerudung,netral
"Ko di kolom komentar,gaada cowo yang ikutan komen ya :)",ko kolom komentar gaada cowo ikut komen ya,netral
Cantiknyaaa kak tasya,cantik kak tasya,positif
"Temen temen semuanya, ada yang mau bantu aku untuk jadi narasumber aku, buat dapetin data  skripsi.. Mengenai vlog Tasya Farasya dan yang udah sering nonton Tasya  .  Yang baik hati aku minta whatsapp nya
Atau boleh wa aku yaa temen temen 082240529327..
Aku minta tolong bagi viewers dan subscriber Tasya , 6 orang. Pliiisss",temen temen bantu narasumber dapetin data skripsi vlog tasya farasya nonton tasya hati whatsapp nya wa ya temen temen tolong viewers subscriber tasya orang plis,netral
Astagaa kak canti bangat shi😊 bsa mnta tips spaya kta putih kaya kakak,astagaa kak canti bangat shi bsa mnta tips spaya kta putih kaya kakak,netral
Mau berbagai macam produk focallure original silahkan follow ig @arfa.id8 ( ada angka 8 nya ) semua produk harganya di bawah 58 ribuann,produk focallure original silah follow ig id angka nya produk harga ribuann,netral
"Ka mw tanya dong,cara bikin makeup untuk wajah yg super duper berminyak tp akhir'a matte n glowing. Soal'a saya bermakeup klo udh berminyak super duper berminyak makeup saya kaya ngedempul gitu",kak mw bikin makeup wajah super duper minyak a matte n glowing a bermakeup minyak super duper minyak makeup kaya ngedempul,netral
Kak beli focallure Dimana ya,kak beli focallure mana ya,positif
Baru liat vidio y..😁😁19 mei 2019😁😁,lihat vidio y mei,netral
Cantik banget deh 😩,cantik banget deh,positif
"""aku gamau bilang ini semua recommended. Tapi ini semua recommended""
Tasya, 11:40",gamau bilang rekomendasi rekomendasi tasya,positif
18 Mei 2019,mei,netral
"Mampir di chenel ku dong di situ aku lagi belajar makeup, jadi butuh masukan dari kakak dan temen2 sekalian.... 
terimakasih.",mampir chenel ku situ ajar makeup butuh masuk kakak temen terimakasih,positif
Banyak yang lebih cantik,cantik,positif
Pas buka vid ini malem2 kejut gua liat muka lu kayak kunti,pas buka vid malem kejut gua lihat muka lu kayak kunti,netral
Ada yg liat bln mei thn2019?kgk?,lihat bln mei thn kgk,netral
KURUS BANGET KAK!,kurus banget kak,netral
mei 2019????,mei,netral
"2017 : Nah
2018 : Nah
2019 : lets put this shit on",lets put this shit on,netral
Aku baru liat videonya thank u tasya untuk rekomendasinya 💕,lihat video thank u tasya rekomendasi,positif
Aku beli highlighter focalure di shoppe harganya cuma 30 ribu Dan itu bagus bnget. Itu Dari China gitu. Sumpah bagus banget kak. Jadi sukaaaaak,beli highlighter focalure shoppe harga ribu bagus bnget china sumpah bagus banget kak sukak,positif
Aku suka topkan warna makeup matanya like it's. Cantik. Warnanya manis menarik hati,suka top warna makeup mata like it s cantik warna manis tarik hati,positif
Udah beli 😃,beli,positif
"Kak Tasya, aku punya usul dong. Coba kakak review make up Brun-Brun Paris. Itu make up-nya murah dan packaging-nya imut"" Dan kecil"".",kak tasya usul coba kakak review make up brun brun paris make up nya murah packaging nya imut,positif
"Mau tanya, yang udah pake foundation nya focallure bnyak yg bilang gak cocok buat kulit yg gmpang berjerawat yaa, dilema mau beli foundi nya apa ngga😂",pakai foundation nya focallure bnyak bilang cocok kulit gmpang jerawat ya dilema beli foundi nya,negatif
kaget dong opening nya astaga:)),kaget opening nya astaga,netral
Kak tasya rievew produknya jeju vulcanic dong kaa,kak tasya rievew produk jeju vulcanic kak,netral
aku suka banget matte lipcreamnya brun brun!,suka banget matte lipcreamnya brun brun,positif
Semua yg di vidio q beli smua focalur...kena racun omg ka tasya😂😂🙄🙄🙄,vidio q beli smua focalur kena racun ya ampun kak tasya,positif
Baru nonton mei 2019 doong,nonton mei doong,netral
"Vdeo lama yah ..tp br viral skrg focalure...kirain abal"" tauy baguuus😛",vdeo yah br viral skrg focalure kirain abal tauy bagus,netral
princes indonesia...in cucok jd princes....im fans of u....jd rjin bljar makeup krna kmu😍,princes indonesia in cucok princes im fans of u rjin bljar makeup krna kmu,netral
