comment_raw,comment_preprocessing,label_sentimen,label,indobert_text
"Hallo semuanya.. Nama saya Michele Tezser, mahasiswi Public Relations  Universitas Mercu Buana. 
Saya ingin meminta kesediaan temen-temen Youtube khususnya para subscriber kak Tasya Farasya untuk mengisi kuesioner tentang pengaruh celebrity endorser terhadap brand image Focallure  dalam rangka memenuhi Tugas Akhir saya.
Berikut saya lampirkan link google form utk pengisian kuesioner nya ya teman-teman:
https://docs.google.com/forms/d/e/1FAIpQLSd9yuthu9c9sX4GV2C9hZqPQ2qbYzF1VickOqcHQL1Qlg_uPQ/viewform?usp=sf_link

Terima Kasih. Semoga teman-teman semua sehat dan dilancarkan selalu rezeki nya. Aaamiinn",hallo nama michele tezser mahasiswi public relations universitas mercu buana sedia temen temen youtube subscriber kak tasya farasya isi kuesioner pengaruh celebrity endorser brand image focallure rangka penuh tugas lampir link google form isi kuesioner nya ya teman teman terima kasih moga teman teman sehat lancar rezeki nya amiinn,negatif,0,hallo semuanya nama saya michele tezser mahasiswi public relations universitas mercu buana saya ingin meminta kesediaan temen temen youtube khususnya para subscriber kak tasya farasya untuk mengisi kuesioner tentang pengaruh celebrity endorser terhadap brand image focallure dalam rangka memenuhi tugas akhir saya berikut saya lampirkan link google form untuk pengisian kuesioner nya ya teman teman terima kasih semoga teman teman semua sehat dan dilancarkan selalu rezeki nya aaamiinn
Baru liat di januari 2020😶,lihat januari,netral,1,baru lihat di januari
Duh cantik bgt... Maksudnya orang nya... Blm makeup aja udah cantik...,duh cantik banget maksud orang nya makeup cantik,positif,2,duh cantik banget maksudnya orang nya belum makeup saja sudah cantik
"Beli di shoope yg di luar negri gt , itu aman ga sih maksudnya ga palsu kan ?",beli shoope negri gt aman sih maksud palsu,positif,2,beli di shoope yang di luar negri gt itu aman tidak sih maksudnya tidak palsu kan
11 januari 2020😄😄,januari,netral,1,januari
“sumpah aku biasanya pake barang mahal” hadeuu kak oper aja deh brg kk kl yg mahal bisa ditandingin yg murah😭😂,sumpah pakai barang mahal hadeuu kak oper deh brg kak kl mahal ditandingin murah,negatif,0,sumpah aku biasanya pakai barang mahal hadeuu kak oper saja deh brg kak kl yang mahal bisa ditandingin yang murah
"Ini review tahun brp ? Jd sejarahnya, abis direview tasya, focallure jd lebih booming trus mrk naekin harga.",review brp sejarah abis direview tasya focallure booming mrk naekin harga,netral,1,ini review tahun brp jadi sejarahnya abis direview tasya focallure jadi lebih booming terus mrk naekin harga
Beli di official ya lah,beli official ya,positif,2,beli di official ya lah
 @asmarhusein1812  santuy bossss,santuy bos,netral,1,santuy bossss
"2k20 hmmm:"")",k hm,netral,1,k hmmm
"Kak, aku liat d shopee kok hrganya mahal2 ya trus ars fashion yg di tangerang ga buka di shopee apa? Ongkirnya jd mahal bgt klo dari pontianak :(",kak lihat d shopee hrganya mahal ya ars fashion tangerang buka shopee ongkirnya mahal banget pontianak,negatif,0,kak aku lihat d shopee kok hrganya mahal ya terus ars fashion yang di tangerang tidak buka di shopee apa ongkirnya jadi mahal banget kalau dari pontianak
"Entah ini vidio berapa tahun yg lalu,aku baru nonton 2020",vidio nonton,netral,1,entah ini vidio berapa tahun yang lalu aku baru nonton
Highliter powder nya juga bgus kokk,highliter powder nya bgus kokk,netral,1,highliter powder nya juga bgus kokk
2020 anyone?  😂😂😂,anyone,netral,1,anyone
"Santuy, gua baru liat di hari pertama tahun 2020",santuy gua lihat,netral,1,santuy gua baru lihat di hari pertama tahun
1 januari 2020.,januari,netral,1,januari
"yaampun aku baru nonton 31 Desember 2019 ,btw bsk tahun baru 💞",yaampun nonton desember ngomong-ngomong bsk,netral,1,yaampun aku baru nonton desember ngomong-ngomong bsk tahun baru
"Kesini karena diskon lazada akhir tahun 2019, gila 😂",kesini diskon lazada gila,netral,1,kesini karena diskon lazada akhir tahun gila
Yg kemenit 14:59 suaranya heeeee nyeremin kak,menit suara he nyeremin kak,netral,1,yang kemenit suaranya heeeee nyeremin kak
Adakah yang jual tepung di sini,ada jual tepung,netral,1,adakah yang jual tepung di sini
27 disember 2019 🙂🔥,sember,netral,1,disember
Low price & high quality cek ig @als_cosmetic,low price high quality cek ig,netral,1,low price high quality cek ig
23 desember 2019 ada yang nonton engga,desember nonton engga,netral,1,desember ada yang nonton engga
"21 Desember 2019 ada yang baru nonton? 

Keracunan shopee 🤣",desember nonton racun shopee,positif,2,desember ada yang baru nonton keracunan shopee
Berasa liat barbara palvin,asa lihat barbara palvin,netral,1,berasa lihat barbara palvin
"Apa cuma gue yang ngerasa harga focallure naik tajam rata"" diatas 100k",harga focallure tajam atas k,netral,1,apa cuma saya yang merasa harga focallure naik tajam rata diatas k
Tpi pallet buerning lebih dri 100??,tpi pallet buerning dri,netral,1,tpi pallet buerning lebih dri
Kuu:v,kuu v,netral,1,kuu v
Ak,ak,netral,1,ak
Kiww,kiww,netral,1,kiww
Akuu,akuu,netral,1,akuu
me,me,netral,1,me
akuuuu😂 baru batt nontonn,batt nontonn,netral,1,akuuuu baru batt nontonn
Kyuuu,kyu,netral,1,kyuuu
W,w,netral,1,w
Me,me,netral,1,me
3 September 2020 hadir,september hadir,netral,1,september hadir
2022 ka 🤣,kak,netral,1,kak
"akuu, mau tanya dong kak kok aku beli lipstik nya bau gk enak gitu, knpa yah? eyeshadow pencil nya jg klo dipake mata agak panas?? bantu jawab dong pls",akuu kak beli lipstik nya bau enak knpa yah eyeshadow pencil nya dipake mata panas bantu tolong,positif,2,akuu mau tanya dong kak kok aku beli lipstik nya bau tidak enak begitu knpa yah eyeshadow pencil nya juga kalau dipake mata agak panas bantu jawab dong tolong
 @syfapvnse3242  order dimana itu kak?,order mana kak,netral,1,order dimana itu kak
Belinya dimana ya. Gw ngerasa pake yg palsu 😥,beli mana ya pakai palsu,positif,2,belinya dimana ya saya merasa pakai yang palsu
Kak Cips beli di shopee yg official shop itu dr luar negeri ^^,kak cips beli shopee official shop negeri,positif,2,kak cips beli di shopee yang official shop itu dari luar negeri
" @ceritacipe4666  kalo beli di olshop harus hati hati jangan lupa liatin komentar pembeli nya gimana bagus apa ngga, kalo di lampung aku tau star seller yang bagus namanya sumber ayu dishoppe ada di ig nya juga ada, bahkan toko nya pun jelas tempatnya jadi aman",beli online shop hati hati lupa liatin komentar beli nya gimana bagus lampung star seller bagus nama sumber ayu dishoppe ig nya toko nya tempat aman,positif,2,kalau beli di online shop harus hati hati jangan lupa liatin komentar pembeli nya gimana bagus apa tidak kalau di lampung aku tahu star seller yang bagus namanya sumber ayu dishoppe ada di ig nya juga ada bahkan toko nya pun jelas tempatnya jadi aman
Ya karna muncul di beranda lagi kali ya,ya muncul beranda kali ya,netral,1,ya karena muncul di beranda lagi kali ya
Ya,ya,netral,1,ya
I am,i am,netral,1,i am
Akiu,akiu,netral,1,akiu
Hey,hey,netral,1,hey
Yoow ✌,yoow,netral,1,yoow
Mee,mee,netral,1,mee
Meh,meh,netral,1,meh
😂😂ak,ak,netral,1,ak
Here I Am  👌😂😁💋💞💖,here i am,netral,1,here i am
Saya kaget melihat nya:),kaget nya,netral,1,saya kaget melihat nya
Yuk order di shopee ku nrahmadw produk focallure & o two o murah2 original🥰,yuk order shopee ku nrahmadw produk focallure o two o murah original,positif,2,yuk order di shopee ku nrahmadw produk focallure o two o murah original
Me😹,me,netral,1,me
2021 bru nontn. 😂,bru nontn,netral,1,bru nontn
W nonton ini 2021 beb,w nonton beb,netral,1,w nonton ini beb
UU,uu,netral,1,uu
2021anyone,anyone,netral,1,anyone
Who is she? I am following her but I don't about her?,who is she i am following her but i don t about her,netral,1,who is she i am following her but i don t about her
Aku 2024 kak wkwkwk,kak tertawa,netral,1,aku kak tertawa
Engga,engga,netral,1,engga
Justru lebih murah .. Q beli d shopee lgsg dr officialstore nya focallure.,murah q beli d shopee lgsg officialstore nya focallure,positif,2,justru lebih murah q beli d shopee lgsg dari officialstore nya focallure
baru beli di desember 2019 tau dr akhir 2018:) duit mana duit,beli desember duit duit,positif,2,baru beli di desember tahu dari akhir duit mana duit
Bagusss😴😴😴💜,bagus,positif,2,bagusss
Kalem la sis.. gua nonton dibulan desember 2019 wkwkw,kalem la sis gua nonton bulan desember wkwkw,netral,1,kalem la sis gua nonton dibulan desember wkwkw
Desember 2019 gw,desember,netral,1,desember saya
"Aku lihat desember 2019,dulu juga nonton gk bosan2 lucu Tasya ngomongnya,,hasilnya bagus cantik",lihat desember nonton bosan lucu tasya ngomongnya hasil bagus cantik,positif,2,aku lihat desember dulu juga nonton tidak bosan lucu tasya ngomongnya hasilnya bagus cantik
"Olá, sou do Brasil e caso você tenha condições, habilite a tecla de legendas automáticas com tradução em seus vídeos! Pois assim, poderemos entender melhor ainda seus tutoriais, amo suas maquiagens! Parabéns!",ol sou do brasil e caso voc tenha condi es habilite a tecla de legendas autom ticas com tradu o em seus v deos pois assim poderemos entender melhor ainda seus tutoriais amo suas maquiagens parab ns,netral,1,ol sou do brasil e caso voc tenha condi es habilite a tecla de legendas autom ticas com tradu o em seus v deos pois assim poderemos entender melhor ainda seus tutoriais amo suas maquiagens parab ns
Aku nonton karna aku mau beli makeupnya dan nemu vidionya kak tasya😘😁😁 2019,nonton beli makeupnya nemu vidionya kak tasya,positif,2,aku nonton karena aku mau beli makeupnya dan nemu vidionya kak tasya
Ini dirilis pas ak ultah nih wkwk:v,rilis pas ak ultah tertawa v,netral,1,ini dirilis pas ak ultah ini tertawa v
"bikin yang baru dong kak, yang produk barunya focallure",bikin kak produk baru focallure,netral,1,bikin yang baru dong kak yang produk barunya focallure
"Sumpaahh Emg focallure itu BAGUUSS BANGEETT. !! MURAH TP GA MURAHAN 👍
AKU kseminggu yg lalu beli single blush on , eyeshadow palette, ultra chiclip, fluid foundation, brow's pen . Aahh liat kak Tasya jadi pengen koleksi lebih banyak lgi focallure 😍😍🥰🥰😘",sumpaahh emg focallure baguuss bangeett murah murah kseminggu beli single blush on eyeshadow palette ultra chiclip fluid foundation brow s pen aahh lihat kak tasya koleksi lgi focallure,positif,2,sumpaahh emg focallure itu baguuss bangeett murah tapi tidak murahan aku kseminggu yang lalu beli single blush on eyeshadow palette ultra chiclip fluid foundation brow s pen aahh lihat kak tasya jadi ingin koleksi lebih banyak lgi focallure
"Gatau kenapa aku suka banget nontonin video ini berulang kali..
Padahal uda pernah nonton..
Soalnya bener2 se-hipe itu sih.
Dari sekian banyaknya one brand focallure, gatau kenapa suka videonya kak tasya ❤️",gatau suka banget nontonin video ulang kali uda nonton bener hipe sih sekian banyak one brand focallure gatau suka video kak tasya,positif,2,gatau kenapa aku suka banget nontonin video ini berulang kali padahal uda pernah nonton soalnya bener se hipe itu sih dari sekian banyaknya one brand focallure gatau kenapa suka videonya kak tasya
"Nov 2019, gegara kaget liat di internet menjamur ini semua dgn budget murmer.",nov gegara kaget lihat internet jamur budget murmer,netral,1,nov gegara kaget lihat di internet menjamur ini semua dengan budget murmer
2019 nob,nob,netral,1,nob
"Alay deh yg bilang ""ada yg nontn dibulan ini ga and blablabla."" nyampah.",alay deh bilang nontn bulan and blablabla nyampah,netral,1,alay deh yang bilang ada yang nontn dibulan ini tidak and blablabla nyampah
Bosenin,bosenin,positif,2,bosenin
"""aku gamau bilang ini semua recommended tapi ini semua emang recommended""",gamau bilang rekomendasi rekomendasi,positif,2,aku gamau bilang ini semua rekomendasi tapi ini semua memang rekomendasi
Mirip mamanya kak tasya kalo make up gini,mama kak tasya make up,positif,2,mirip mamanya kak tasya kalau make up begini
November 2019??😍,november,netral,1,november
Aku baru nonton ini 2019 bulan November😂,nonton november,netral,1,aku baru nonton ini bulan november
31 Oktober 2019 baru ku tonton😂,oktober ku tonton,netral,1,oktober baru ku tonton
Bener .  Brisik banget,bener brisik banget,negatif,0,bener brisik banget
Biarin lah. Galak amat,biarin galak,negatif,0,biarin lah galak amat
Paan sih lo.,paan sih lo,negatif,0,paan sih lo
Ogebb lu,ogebb lu,negatif,0,ogebb lu
Dih gaje,dih gaje,negatif,0,dih gaje
Bikin tutorial makeup one brand Imagic kak.,bikin tutorial makeup one brand imagic kak,netral,1,bikin tutorial makeup one brand imagic kak
Menor bgt,menor banget,negatif,0,menor banget
23 Oktober 2019,oktober,netral,1,oktober
Oktober 2019 😅😅 beljr make up,oktober beljr make up,netral,1,oktober beljr make up
"Baru nonton 21 oktober 2019 , karena penasaran sama liquid eyeliner nya focallure , eh ternyata benerran murah 😆",nonton oktober penasaran liquid eyeliner nya focallure eh benerran murah,positif,2,baru nonton oktober karena penasaran sama liquid eyeliner nya focallure eh ternyata benerran murah
Waw..waw..🤩,waw waw,netral,1,waw waw
Hello kak ! aku dari malaysia tapi fans banget sama kak tasya !!! love banget !!!!!!!!!!! 😘😘😘😘,hello kak malaysia fans banget kak tasya love banget,positif,2,hello kak aku dari malaysia tapi fans banget sama kak tasya love banget
"Mendadak kangen liat old videonya tasya. Gatau knp atmosfernya beda pas jaman2 belum seterkenal sekarang. Tp gpp, aq tetep cintaaa💓",dadak kangen lihat old video tasya gatau knp atmosfer beda pas jaman kenal gpp tetep cinta,positif,2,mendadak kangen lihat old videonya tasya gatau knp atmosfernya beda pas jaman belum seterkenal sekarang tapi gpp aku tetep cintaaa
Focallur sudah ada di Inone Store MOI,focallur inone store moi,netral,1,focallur sudah ada di inone store moi
"Kak, abis tutorial barangnya kasih ke aku aja😂 udah gak kk pake kan",kak abis tutorial barang kasih kak pakai,positif,2,kak abis tutorial barangnya kasih ke aku saja sudah tidak kak pakai kan
tks mba tasya sdh bikin video one brand and cheap prise. in shaa allah aku akan forward k sdr n temen2. I am so proud of you who always give your experiance and good tips...👍👍,tks mba tasya sdh bikin video one brand and cheap prise in shaa allah forward k sdr n temen i am so proud of you who always give your experiance and good tips,positif,2,tks mba tasya sdh bikin video one brand and cheap prise in shaa allah aku akan forward k sdr n temen i am so proud of you who always give your experiance and good tips
"Dr awal vidio gw resep bgt liat mulut nya Tasya ngmg kya ada berat2nya tp lincah ngmgnya, trnyta Tasya prnh pake behel",vidio resep banget lihat mulut nya tasya ngmg kya berat nya lincah ngmgnya trnyta tasya prnh pakai behel,negatif,0,dari awal vidio saya resep banget lihat mulut nya tasya ngmg kya ada berat nya tapi lincah ngmgnya trnyta tasya prnh pakai behel
September 17 2019 ❤,september,netral,1,september
"Kak bikin video 1 swatch make up dong kak, kayanya belum ada yang buat",kak bikin video swatch make up kak kaya,netral,1,kak bikin video swatch make up dong kak kayanya belum ada yang buat
Aku beli concelernya cuman 25k,beli concelernya cuman k,positif,2,aku beli concelernya cuman k
September 2019 krn ad promo d shopee.. omg,september ad promo d shopee ya ampun,positif,2,september karena ad promo d shopee ya ampun
Buat tutor make up full make up hera dong kk,tutor make up full make up hera kak,netral,1,buat tutor make up full make up hera dong kak
Ada yang liat 2019 bulan september kah seperti aku :'D?,lihat september kah d,netral,1,ada yang lihat bulan september kah seperti aku d
2019 september???🙌,september,netral,1,september
Aku malah 23 oktoberrr🤣,oktober,netral,1,aku malah oktoberrr
Nonton ini krna timbul di beranda 😂😅,nonton krna timbul beranda,netral,1,nonton ini krna timbul di beranda
jam 12 malam ?? ngantuk ga sih kak? kak tasya makeupin kak tasyi donk tapi yang natural (^.^; ......kakak pinyer makeup....love u always kak tasya 😊,jam malam ngantuk sih kak kak tasya makeupin kak tasyi donk natural kakak pinyer makeup love u always kak tasya,positif,2,jam malam ngantuk tidak sih kak kak tasya makeupin kak tasyi donk tapi yang natural kakak pinyer makeup love u always kak tasya
kk tasya operasi plastik ya kok cantik banget sih kayak barbie hhh,kak tasya operasi plastik ya cantik banget sih kayak barbie h,positif,2,kak tasya operasi plastik ya kok cantik banget sih kayak barbie hhh
"Haii kak tasya,, semoga aku bisa beli makeup yg mendingan ya, soalnya aku suka banget makeup dan dandanin org, tapi pake makeup yg bnrt² di bawah bgt 30-40rb itu paling mahal
Kadang kalo lagi makeup suka so soan kyak lg ng vlog gtu, tp itu cuma ngomong sendiri depan kaca😂
Berharap bisa beli makeup yg mendingan lah lengkap gtu gak perlu mahal yg penting bisa lengkap dan bagus kalo di pake😁
Aku suka liatin tutorial nya kak tasya meskipun jarang karna kuota terbatas😂😂dan klo beli makeup suka mikir 2x antara beli beras atau beli makeu😂",hai kak tasya moga beli makeup mending ya suka banget makeup dandanin orang pakai makeup bnrt banget rb mahal kadang makeup suka so soan kyak lg ng vlog gtu ngomong kaca harap beli makeup mending lengkap gtu mahal lengkap bagus pakai suka liatin tutorial nya kak tasya jarang kuota batas beli makeup suka mikir x beli beras beli makeu,positif,2,haii kak tasya semoga aku bisa beli makeup yang mendingan ya soalnya aku suka banget makeup dan dandanin orang tapi pakai makeup yang bnrt di bawah banget rb itu paling mahal kadang kalau lagi makeup suka so soan kyak lg ng vlog gtu tapi itu cuma ngomong sendiri depan kaca berharap bisa beli makeup yang mendingan lah lengkap gtu tidak perlu mahal yang penting bisa lengkap dan bagus kalau di pakai aku suka liatin tutorial nya kak tasya meskipun jarang karena kuota terbatas dan kalau beli makeup suka mikir x antara beli beras atau beli makeu
