comment_raw,comment_preprocessing,label_sentimen,label
"Racun kk tasya wkwk aku langsung beli pesen di shopee wkwk... Gk sabar pingin beli eyesdwnya focallure semoga aja emang bagus, maaf telat liat videony wkwk",racun kak tasya tertawa langsung beli sen shopee tertawa sabar pingin beli eyesdwnya focallure moga bagus maaf telat lihat videony tertawa,positif,2
Make up termenor yang pernah aku suka.. Padahal aku gak suka make up yg terlalu nge jreng.. tp ka tasya kamu cantik banget aku suka,make up menor suka suka make up nge jreng kak tasya cantik banget suka,negatif,0
"Hi which language are you speaking? I am very good at recognizing languages, but I didn’t come up the language you speak. Btw your cute ☺️❤️",hi which language are you speaking i am very good at recognizing languages but i didn t come up the language you speak ngomong-ngomong your cute,netral,1
"Tebak berapa kali tasya bilang ""bagus banget"" di video ini... 😂",tebak kali tasya bilang bagus banget video,positif,2
Kak tasya omg remember me ga,kak tasya ya ampun remember me,netral,1
gue ngeliat bibirnya tasya farasya kaya jadi gatel pengen ikut komatkamit tapi apalahdaya malah jadi kaya dugong seaworld :(,bibir tasya farasya kaya gatel komatkamit apalahdaya kaya dugong seaworld,netral,1
sepertinya ada di pontianakk toko ygjual focallur @ars_fashion hihi,pontianakk toko ygjual focallur hihi,netral,1
kak kylie lipkit dong kak,kak kylie lipkit kak,netral,1
mw pake make up apapaun .. cuantikkkk parah ... hmmm good job 😍😍😍😍😚😚😚,mw pakai make up apapaun cuantik parah hm good job,netral,1
can you please show us what color your hair is and what you do for it.,can you please show us what color your hair is and what you do for it,netral,1
baru 4th lalu,th,netral,1
aq suka make up nya tasya justru karna dia menor aq bosen yg natural2 hahaha,suka make up nya tasya menor bosen natural tertawa,negatif,0
ahhh murah banget kak😍😍😍 ngilerr,ah murah banget kak ngilerr,positif,2
sumpah sepanjang liat video ini ngakak liat ekspresi kak tasya yg super duper excited sampek kepengen beli hahahhahha,sumpah lihat video tertawa lihat ekspresi kak tasya super duper excited sampek ken beli hahahhahha,positif,2
Mei 2021 nonton ini.. sini kumpul,mei nonton kumpul,netral,1
kok kaya keputihan yah ?,kaya putih yah,negatif,0
Luvvv,luv,positif,2
"terima kasih sudah meracuniku 😂
btw kayaknya lighting trlalu terang ga sih..? agak silau gitu kayaknya..",terima kasih racun ngomong-ngomong kayak lighting trlalu terang sih silau kayak,positif,2
"Gila abis liat reviewnya kak tasya dan gue cobain sendiri produk focallure jadi nagiiiihhhh :'v bener2 murah but gak murahan,dari foundation,blush on sampe eye shadow juga murah semuwaaahh",gila abis lihat reviewnya kak tasya cobain produk focallure nagih v bener murah but murah foundation blush on eye shadow murah semuwahh,positif,2
btw kak ini ketahananya gimana?sebagus pigmentasinya kah?,ngomong-ngomong kak tahana gimana bagus pigmentasi kah,positif,2
tapi kok kyknya agak keputihan ya sya mukanya,kyknya putih ya sya muka,negatif,0
ini racun sihhh. segera cek ars fashion 😆,racun sih cek ars fashion,positif,2
Pake Revlon colour stay coba,pakai revlon colour stay coba,netral,1
"ada yg sudh beli focallur?  hrgnya lbih murah dri ka tasya ngga.  soalnya liat di shopee bnr"" murah bgt jauh sma yg ka tasya sbutin tdii. orii ga yaa",sudh beli focallur hrgnya lbih murah dri kak tasya lihat shopee bnr murah banget sma kak tasya sbutin tdii orii ya,positif,2
syg bgt bikinnya mlm pasti diapus lagi atauga dibawa tidur:(,syg banget bikin mlm diapus atauga bawa tidur,netral,1
Tasia bagi make up mu,tasia make up mu,netral,1
2018 kak.. Mna suaranya yg lain🙋🙋🙋,kak mna suara,netral,1
Sumpah cantikkk bngt SUBHANALLAH .... 💞💞💞,sumpah cantik banget subhanallah,positif,2
Ka tasya lucu abis hahahaaa,kak tasya lucu abis tertawa,netral,1
"kamu lucu sekaliii... 
produk ini made in mana ya",lucu produk made in ya,netral,1
Aaakkk telat banget gw coba kmaren2 tau ada merk ini 😭😭😭,ak telat banget coba kmaren merk,netral,1
Cantik bngt kaa,cantik banget kak,positif,2
"drinking game: take a shot every time she says ""gitu""",drinking game take a shot every time she says,netral,1
"Ka tasyaa tibaa"" nemu ini di april 2021 wkwk katasya masih imut bangetssss 😭😍",kak tasyaa tibaa nemu april tertawa katasya imut bangets,netral,1
loose powdernya ada flashback ga kak? KAsih aku rekomendasi loose powder yang ga flashback dong kak! hehe kalo bisa yg drugstoree,loose powdernya flashback kak kasih rekomendasi loose powder flashback kak hehe drugstoree,positif,2
Jadi mirip Kajol,kajol,netral,1
"I placed a big order on Focallure, they didn't send it, so i asked for a refund. When they receive my request, they immediatly sent the order, but they send it wrong, so i couldn't receive it. They sent my order in 3 different packages, without 3 invoices for each part of the order. And without the invoice, i couldn't pay our taxes, so i couldn't pick it up, it was paid from my company. Now they received back my order, and also have my money, and refuse to refund me for my paid and lost amount! I really don't recommend Focallure!!!!",i placed a big order on focallure they didn t send it so i asked for a refund when they receive my request they immediatly sent the order but they send it wrong so i couldn t receive it they sent my order in different packages without invoices for each part of the order and without the invoice i couldn t pay our taxes so i couldn t pick it up it was paid from my company now they received back my order and also have my money and refuse to refund me for my paid and lost amount i really don t recommend focallure,netral,1
BERKAT KA TASYA AKU JADI TAU HARUS BELI EYESHADOW APA❤❤❤❤❤❤❤,berkat kak tasya beli eyeshadow,positif,2
Say yang pressed powdernya dipake nggak?,say pressed powdernya dipake,netral,1
Aku bli fondi ny 30k,bli fondi ny k,netral,1
beli dimana kalo di indo?,beli mana indo,positif,2
Itu keputihan atau gimana?,putih gimana,negatif,0
"keren banget makeupnya K, kalau boleh K, buatin review ketahanan produk dong, apa produknya staying colornya baik atau g oxidise walau dipakai berjam-jam",keren banget makeupnya k k buatin review tahan produk produk staying colornya g oxidise pakai jam jam,positif,2
Kayanya pke bulu mata ya . Gaaa cuma mke maskara . Soal ga d jelaskan hehehe,kaya pakai bulu mata ya mke maskara d tertawa,netral,1
Valerie Tjio dibasahin dulu tp diperes sampe bener2 ga ada air,valerie tjio dibasahin peres bener air,netral,1
"sya itu foundationnya aslinya keputihan gaksih? pgn beli foundie nya focallure tp masih bingung shade nya, please jawab ya galaw banget 😟",sya foundationnya asli putih gaksih beli foundie nya focallure bingung shade nya please ya galaw banget,negatif,0
belinya dimana ya?  aku cek online beda2 dan kirimnya dari luar negeri,beli mana ya cek online beda kirim negeri,positif,2
Ya iyalah ini kan produk jualan kamu,ya iya produk jual,netral,1
menurutku ini krn lightingnya trlalu terang. jadi kyk too light foundationnya,turut lightingnya trlalu terang kyk too light foundationnya,netral,1
ka Tasya cantiiiikkk bgt..,kak tasya cantik banget,netral,1
"pas ngomong ""gimana nih?"" like ""buset ga kuaddd"" haha",pas ngomong gimana like buset kuad tertawa,netral,1
Banyak yang lebih cantik,cantik,positif,2
Ihh parah kakak cantik banget parah parah parh padahalmekeup nya murah gak sampek aeratus ribu aku bilang mama aku biar mama ku beli produk focalure asyik nih,ihh parah kakak cantik banget parah parah parh padahalmekeup nya murah sampek aeratus ribu bilang mama biar mama ku beli produk focalure asyik,positif,2
"Baru nonton 21 oktober 2019 , karena penasaran sama liquid eyeliner nya focallure , eh ternyata benerran murah 😆",nonton oktober penasaran liquid eyeliner nya focallure eh benerran murah,positif,2
September 17 2019 ❤,september,netral,1
Please do English subtitles,please do english subtitles,netral,1
"Mei 2019
 aku baru cari-cari focallure all brand makeup dan ka tasya udah dari 2017 :))))",mei cari cari focallure all brand makeup kak tasya,netral,1
"parah, ini racun banget. murah dan bagus. kurang apalagi? thanks for sharing!!",parah racun banget murah bagus terima kasih for sharing,positif,2
tasya farasya aman no animal testing and halal based on?,tasya farasya aman no animal testing and halal based on,netral,1
Akuu,akuu,netral,1
"ketahanan kosmetik,, gmn kak??",tahan kosmetik gmn kak,netral,1
Foundinya keputihan y atau cahaya,foundinya putih y cahaya,negatif,0
racun banget tasya...gw jd beli eyeshadow pallete 9 dan highlighter foccalure gara2 lu tasy.....😂😂pdhal sebelumnya ngga berani pake produk china.takut ngga jelas ingredientsnya dan halalnya..ehm..,racun banget tasya beli eyeshadow pallete highlighter foccalure gara lu tasy pdhal berani pakai produk china takut ingredientsnya halal ehm,positif,2
beli dimana ka,beli mana kak,positif,2
"kak tasya sumpaaah addicted banget dengar kakak ngomong sukaaaa dengar kakak ngereview dan omg racuun sumpah jd pengen beli, ditunggu vlog kakak selanjutnya😘😘😘",kak tasya sumpah addicted banget dengar kakak ngomong suka dengar kakak ngereview ya ampun racuun sumpah beli tunggu vlog kakak,positif,2
"video nya byk yg di skip, tiba2 jd gitu",video nya byk skip,netral,1
nonton video ini ketawa mulu wkwkwkwk😂😂😂😂😂😂😂,nonton video ketawa mulu wkwkwkwk,netral,1
Tiara Sri iyaa aplikasi marketplace. kyk lazada/ shopee,tiara sri iyaa aplikasi marketplace kyk lazada shopee,netral,1
"Apa cm aq aja yah yg malah fokus ama tasya nya bukan ama produk yg di bahasx 😁 
Aq terpukau wajah bulenya,,, km asli bule atau gmna ? Kok fasih bnget ama bhs indo,, maaf soalx aq baru aja pertama nonton vlog km",cm yah fokus ama tasya nya ama produk bahasx pukau wajah bule km asli bule gmna fasih bnget ama bhs indo maaf soalx nonton vlog km,netral,1
Masuuk pak eko 😍😍,masuuk eko,netral,1
tks mba tasya sdh bikin video one brand and cheap prise. in shaa allah aku akan forward k sdr n temen2. I am so proud of you who always give your experiance and good tips...👍👍,tks mba tasya sdh bikin video one brand and cheap prise in shaa allah forward k sdr n temen i am so proud of you who always give your experiance and good tips,positif,2
ohh.nooo.... lipstiknyaa.. 😍😍😍😍,ohh no lipstiknyaa,netral,1
"""Pengen jd ownernya focallure"" 
Ya bisa aja lah sya 😂",ownernya focallure ya sya,netral,1
tasya farasya bedak nya lebih bagus pke loose powder atau pressed powder?,tasya farasya bedak nya bagus pakai loose powder pressed powder,positif,2
wow,wow,netral,1
"tasya gabut, anjir.wkwk",tasya gabut anjir tertawa,netral,1
April 2020? 🤣,april,netral,1
"OMG!!!! Kak Tasyaaaaaa.... Kk tau gak sih???? Video kk ini thumbnail nya di jadiiin foto sama Official Focallure di aplikasi olshop China 😱😱😱 btw aku tinggal di China, salam kenal ya kak 🥰🤗😘

Keren abis sumpah 👏👏",ya ampun kak tasya kak sih video kak thumbnail nya jadin foto official focallure aplikasi online shop china ngomong-ngomong tinggal china salam kenal ya kak keren abis sumpah,positif,2
ini ga disponsor kan?,sponsor,netral,1
Cinta aku sama kak Tasya 😘💛💛💛💛💛,cinta kak tasya,positif,2
Dewi Srihartati kalau q bli di shopee di sini https://shopee.co.id/misswaiting.id/785464139,dewi srihartati q bli shopee,netral,1
"oh my god... beli sekarang juga karena ini bener2 bagus
huhu racunnnnn...😫😫😫",oh my god beli bener bagus huhu racun,positif,2
2021 anyone?,anyone,netral,1
"Hai sis!! Yg bingung cari produk focallure yg murah tapi original dimana kalian bisa langsung cek : https://www.tokopedia.com/plastikmmurah?utm_source=Copy&utm_campaign=Shop&utm_medium=Android%20Share%20Button 

Kita lagi open PO untuk produk focallure, jangan khawatir transaksi aman lho via tokopedia",hai sis bingung cari produk focallure murah original mana langsung cek open po produk focallure khawatir transaksi aman lho via tokopedia,positif,2
"Tias Wulandari bner, itu krna dia putih juga kali ya:(",tias wulandari bner krna putih kali ya,netral,1
Samaa 😂,samaa,netral,1
"kak tasya request dong bikin tutorial pakek blush on di bawah mata, soalnya banyak banget pakek kayak gitu 😂",kak tasya request bikin tutorial pakek blush on mata banget pakek kayak,netral,1
Kak tasya itu cahaya kameranya atau fondition nya yang keputihan ya,kak tasya cahaya kamera fondition nya putih ya,negatif,0
Jangan lupa mampir ke channel kami juga ya kak.. semoga bermanfaat😇 https://youtu.be/x1XtS0APl9g,lupa mampir channel ya kak moga manfaat,netral,1
Duh kayaknya aku jadi pengen punya pabriknya juga! 😍😂,duh kayak pabrik,netral,1
"Hayooo... berapa kali kak Tasya bilang ""bagus banget"" ???😂😂😂😂",hayo kali kak tasya bilang bagus banget,positif,2
KA riview make up otwoo KA🙏,kak riview make up otwoo kak,netral,1
dia bukan arab tapi india mba,arab india mba,netral,1
Setauku sih yg lwt shopee jg emg ori kok produknya hrganya jauh bedaa bgt hehe pumpup.id cek aja di shopee bisa kalian jual lg 🤭,tau sih lwt shopee emg ori produk hrganya bedaa banget hehe pumpup id cek shopee jual lg,netral,1
Aku nonton di 2021😭 maaf tekat 3 tahun 😭,nonton maaf tekat,netral,1
Kaya pake behel deh iya ga sii,kaya pakai behel deh iya sii,netral,1
anadhita first dyah sari setuju,anadhita first dyah sari tuju,netral,1
btw itu produsen cina y...sudah ada label ingredient halal nya blm???,ngomong-ngomong produsen cina y label ingredient halal nya,netral,1
Lightnya terlalu terang atau shadenya ga match yaa.😅,lightnya terang shadenya match ya,netral,1
"review yg bermanfaat bgt, langsung stalking yg jual focallure, haha",review manfaat banget langsung stalking jual focallure tertawa,netral,1
"aku gak boong, aku beli foundation, liquid concealer dan eyeliner nya parah. Karena ini bener-bener mencuci otak haha😂😂",boong beli foundation liquid concealer eyeliner nya parah bener bener cuci otak tertawa,positif,2
pleaseeee bacotmu racun bgt kak tasya😵😵😵 kan jd pengen beli juga kan 😂😂😂,please bacot racun banget kak tasya beli,positif,2
"Maybelline, Mac, KKW, dll yang di distribusikan di asia itu diproduksi di china juga lo",maybelline mac kkw dll distribusi asia produksi china lo,netral,1
"Setiap nonton video tasya yang ada ngakak mulu 
Ini mua apa pelawak ya",nonton video tasya tertawa mulu mua lawak ya,netral,1
uhhh bagus bgt makeup nya 😍😍😍.,uh bagus banget makeup nya,positif,2
D Shopee murah aja g smpai 50 eyeshadow focallure nya.  Cma iya dtg brg nya lama,d shopee murah g smpai eyeshadow focallure nya cma iya dtg brg nya,positif,2
Ak bulan September,ak september,netral,1
"Gua tadinya salah beli concealer di online di kirim ny malah focallure gua kira b aja gt tauny full coverage bgt anjir sama concealer gua yg lama beda bgt concealer gua yg lama klo gua pake setting spray kebanyakan suka kek mau luntur gt tp pas gua coba si focallure ga sama sekali loh gua sampe terheran"" ini tuh sebenerny concealer apa fondation *monmaap alayHAHA",gua salah beli concealer online kirim ny focallure gua b gt tauny full coverage banget anjir concealer gua beda banget concealer gua gua pakai setting spray banyak suka kek luntur gt pas gua coba si focallure loh gua heran tuh sebenerny concealer fondation monmaap alayhaha,positif,2
kak punya tutorial one brand inez gk?,kak tutorial one brand inez,netral,1
FIX BELI!!!!,beli,positif,2
kalau aku keluar rumah trus pake make up gini..tetangga pada pingsan pling ngliatnya...😂😂😂😂..cantik bgt kak tasya..suka..pngn nyoba tp gak pd..,rumah pakai make up tetangga pingsan pling ngliatnya cantik banget kak tasya suka pngn nyoba,positif,2
kak eyelinernya waterproof gak?,kak eyelinernya waterproof,netral,1
ini keputihan apa lighting?,putih lighting,negatif,0
mei 2020(((:,mei,netral,1
"Alay deh yg bilang ""ada yg nontn dibulan ini ga and blablabla."" nyampah.",alay deh bilang nontn bulan and blablabla nyampah,netral,1
Ghurnita Ningrat Raja Intan nemu komen km dsini beb,ghurnita ningrat raja intan nemu komen km dsini beb,netral,1
Kim Taehyungiee there is a little error but i dont mind it at all,kim taehyungiee there is a little error but i dont mind it at all,netral,1
"kak tasyaa meracuni orang"" wkwk,liat comment di foto eyeshadow @ars_fashion banyak bangett wkwk😂",kak tasyaa racun orang tertawa lihat comment foto eyeshadow bangett tertawa,positif,2
