comment,likes,author
kk tasya operasi plastik ya kok cantik banget sih kayak barbie hhh,0,@gulalilucu2711
"Haii kak tasya,, semoga aku bisa beli makeup yg mendingan ya, soalnya aku suka banget makeup dan dandanin org, tapi pake makeup yg bnrt² di bawah bgt 30-40rb itu paling mahal
Kadang kalo lagi makeup suka so soan kyak lg ng vlog gtu, tp itu cuma ngomong sendiri depan kaca😂
Berharap bisa beli makeup yg mendingan lah lengkap gtu gak perlu mahal yg penting bisa lengkap dan bagus kalo di pake😁
Aku suka liatin tutorial nya kak tasya meskipun jarang karna kuota terbatas😂😂dan klo beli makeup suka mikir 2x antara beli beras atau beli makeu😂",3,@rahayurahman6797
Bangus bnget hasilnya❤,1,@adindaml.7398
Kak bikin dong sebelah make up murah sebelah nya lagi make up mahal,2,@shellanidha8366
Keren abis jago make up pngn dch akoe di make up in kkk,0,@rimayunix7532
Alhamdulillah aq udh punya make up focallure 1 set.. Emng bagus bgt tau ka @tasya farasya,0,@nounaqueen1228
Yaaa dia boro2 murah... Ga di apa2in juga emang dasarnya dah cantik hampir semoyrna bangeeettt...,0,@rosdarline7482
"Gila abis liat reviewnya kak tasya dan gue cobain sendiri produk focallure jadi nagiiiihhhh :'v bener2 murah but gak murahan,dari foundation,blush on sampe eye shadow juga murah semuwaaahh",3,@vivianacdchintya1831
Agustus 2019.....?,0,@riantambuwun2115
"Inget bgt pas nikah mua nya pake focalure,dan reflek gw nanya, wah pake focalure pasti bkl bagus bgt ,dan dia bilang gara2 tasya farasya paletnya jadi mahal bgt,padahal dlm hati gw bilang ""sorry mb gw teamnya tasya ""😡",32,@novikaintansaptiwi7736
kirain totalnya semua produk dibawah 100k dapet semua wkwk kaget,0,@namiranfa1120
Макияж это не твоё,0,@mashafilipenko4128
Y ampuuuunnnn kerennn hrga jg msh masuk buat klangn stndr dn hasilnya kereeeeennnn binggow,0,@nenyjunenysabarypa1375
12 Agustus 19,0,@pirdanty4524
Focallure emg best banget😭,0,@aryaagungdavina8653
"Kaaa tasyaaa,ya ampunnn.kaka mo pake product apapun tetep cocom dimuka kaka. Cantik bangettt",0,@nurgita5159
Cantik banget,0,@mutiaapsari4462
Mau beli dimana foundation nya aja...dan blus on nya bagus bgt produknya,0,@saralonahendarto1660
"Kayaknya bukan karena kak Tasya nya sih kak, tapi karena udah ber-BPOM sekarang.. menurutku sih gitu CMIIW 😊",3,@dewiagustini3662
"kak tasya untuk kulit berminyak rekom nggak kak make up nya ini? 
kalau memang rekom berapa lama bisa tahan dikulit berminyak kak?
takut pori poriku tambah membesar
please jawab ya kak",0,@channelkita6030
Emang murah ko q beli tahun 2016 q blm tau kalo ternyata bagus cuma beli karna dari luar negeri dan murah warna nya bagus,0,@mariamzahira6349
Ada yg liat di tahun 2019 bulan Agustus ga?😂,259,@steviemonicaani3007
1 agustus 2019,0,@barbargaming9642
Flashback ketika kak tasya baru mengenal focallure,0,@valkyrienna
Enak banget yah jadi kak tasya pruduk bagus kayak gitu  cuman dikasih..coba aja klo aku beli my baby aja nyicil dulu😥😥😥😥padahal pengen banget belajar dandan😭,0,@juwitaamanda9141
beliin semua keluarga kalian,0,@yunisartika1008
Juli 2019?,3,@angellicaberliana4322
Kaya dua lipaaaa,0,@parkhakyo3436
Yang area tengah jawa tengah yang mau beli produk focallure bisa ke saya bisa kirim2 juga ke seluruh indonesi,0,@Hanungpradanara
"Video ini di apload sebelum kk tasya menikah 😂😅,lah gw nonton malah pas kk tasya udah nikah malahan udah lama banget gw nonton hari rabu tgl 10 juli 2019 maklum subscriber baru,dan gw aja subscribe kk tasya pas kk ricis ke rumah kk tasya makanya gw cari tau tentang kk tasya langsung subscribe deh,dan juga berhubung aku juga suka banget make up (nggak usah nanya aku ini suka beneran atau enggak sama make up aku aja sampek beli eyishadow,blush on,hilighter,sama contur,kan dicampur dalam satu tempat gitu ya itu aja harganya 6.500.000 sampek sampek ibu aku kaget, yaelah ya jelas mahal lah orang 1 tempat itu lengkap semuanya ada eyishadow, blush on, hilighter, dan contur itu di campur bukan dicampur sih maksudnya dalam 1 tempat itu ada semua perlengkapan itu gitu lohhhh ""maaf ya nulis eyishadow, blush on, hilighter, dan contur, nya itu salah) itu dia makanya aku langsung nge fans banget sama kk tasya biar tehnik make up ku itu meningkat gitu",10,@marsyazhr__
Tiap hari liat tutorial ka tasya.dan sekarang auto beli di ars fashion😍😍,1,@Kusbaniyah
juli dong:v,0,@1pa16shelariana3
Tau produknya juli 2019,0,@lia_sahuri09
03 juli 2019 gw baru nonton 😂,2,@yunaliem8404
"Saya pke produk focallure, tapi pas pke produk highlighter nya, di siang hari aja udh ilang tuh highlighter nya,. Udh pudar2 gitu,... Knpa ya ..? 

#bagi ilmu",3,@rkookie2469
Gue kesini gara2 gua ikut arisan mak2.dptnya produk ini..trnyta jdinya make upnya waow bget...,0,@ingemia8679
Racuuunn.. Aku ganti semua make up aku pakai focallure😍❤,0,@riskaayulida2815
Cantik bngt kk tasya❤❤,1,@lindikumala5478
Besok hunting 😁,0,@IrmaWati-mr6zw
Sy,2,@tikatika6352
Ya aku ni baru nonton 😂,1,@finazalzabillah
Saya,1,@ayudwi8796
😞😞,1,@fasyaputri5215
 @fasyaputri5215  knp?,0,@steviemonicaani3007
Aku malah liatnya di september 2019 🤣🤣,1,@niafitriasari6565
aku liat bulan september 2019 🇮🇩,1,@linjianalaricjabbar5347
Aku bulan september,0,@ayyanahdiii9122
Ak bulan September,0,@momyneo7278
Saya bulan Oktober 😭,0,@Akbarsigmaa
Aq malah 2021 baru liat🤣,0,@riasuhairiyah5778
Aq beli d shopee 2x lbh murah dan ori tapi langsung dri cina dan 2 mingguan..yg paling bagus palette dan eye liner nya yg paling gak aq suka lips cream nya karena lengket,0,@vandha7094
Kk kaya pemain aladdin Naomi scoot pemeran putri jasmine bikin tutorial make up nya dong make up putri jasmine,0,@shindavina6206
thumbnail nya mirip dua lipa masa😅,1,@tiaramaharani742
Kalo mau beli focallure yg ori dimana?  Plis info  :(,0,@blithedije6868
Baru liat sekarang wkwk,0,@feyypinontoan5942
cuma sayang wrna foundation nya trlalu putih milihnya 😂 jadi keliatan aneh sama lehernya warm tone bgt,1,@blissinriots7368
Ska banget kak...,0,@vebriyanichrismelinda5559
foundie ny keputihan😭,0,@lauraangelica5607
2:43😂,0,@ameliawulandarii5413
"Ka,  lipmatte nya no brp aja ya",0,@nurapratama2176
"Sis dont trying to hard to sell the products even you has contract with focallure companies.. Don't makes to much ""WOW"" just be simple and focus on your makeup.",0,@LilithEveMaria
Guwe liat bulan juni 2019,79,@Lael_official
"Gua tadinya salah beli concealer di online di kirim ny malah focallure gua kira b aja gt tauny full coverage bgt anjir sama concealer gua yg lama beda bgt concealer gua yg lama klo gua pake setting spray kebanyakan suka kek mau luntur gt tp pas gua coba si focallure ga sama sekali loh gua sampe terheran"" ini tuh sebenerny concealer apa fondation *monmaap alayHAHA",0,@sahilanz8969
nonton juni 2019 jam 12 malem lol,0,@aryindah1326
Aku juga sering kak belanja di ars_fashion,0,@ayraachalik9013
Aku beli concelear yg big cover cuman 30.000 anjir yg stick cuman 27.000,0,@iswati184
yea yea juni 2019??,1,@christinaleen2236
"June, 2k19
Baru banget nonton?😂",0,@aileennathaliew966
Pengen deh di dandanin kamu tasy,0,@meeza2496
Aku gak suka warna rambut nya😭😭,1,@nuurahdahani3949
video ini dia bikin sblm contract sm focallure ga si...,0,@marijskanaia2724
"Sahila Nz info dong, dapetnya concealer nya yg model mana kak? sepertinya bagus yaa",0,@heylaila5745
 @heylaila5745  Aku beli di shopee toko dabellezashop cari aja disitu concelaer focalure pokony,0,@sahilanz8969
Nonton jam 9malam donh sangking gk bisa tidur 😂😂😅😅,0,@abil3328
Eyelinernya bagus ya kak,0,@lkacooky327
Make up 1 box😭ip x😭 mimpi doang emg😭,0,@nettaa07
Liat baru Mei 2019,0,@salbiyahalhadar4642
I LOVE YOU KAK TESSA❤️❤️❤️❤️,0,@kieshkart1041
skg smua udah naik harganya😊,0,@eunikelumapow7843
"mw nanya dongg.. kan focallure concealer ada 4 jenis gitu kan klo ga slah (yg stick, big cover, cream, n liquid).. klo yg pling high coverage bwt nutupin jrawat/bekas jrawat tuh yg mna yaaa? butuh bantuan hehe",0,@pocky3308
mei 2019?,0,@eiffelputri4612
"26 Mei
kakak yg ngomong aku yang ngap🤔",0,@danniswidodo2701
Hit the like button if you searching for English comment,0,@Trinacafe
cantikkkkkkkkkk,0,@akbarr8080
Waw jadi pingin punya deh,0,@mezi99
Siapa yang nonton 2019 mei pas lagi puasa like (ngak maksa),0,@magmagaming1716
Ka tasya cobain bikin konten challenge pake kerudung,0,@nengnendah7275
"Ko di kolom komentar,gaada cowo yang ikutan komen ya :)",0,@putriiirizky4535
Cantiknyaaa kak tasya,0,@aishalakolli6827
"Temen temen semuanya, ada yang mau bantu aku untuk jadi narasumber aku, buat dapetin data  skripsi.. Mengenai vlog Tasya Farasya dan yang udah sering nonton Tasya  .  Yang baik hati aku minta whatsapp nya
Atau boleh wa aku yaa temen temen 082240529327..
Aku minta tolong bagi viewers dan subscriber Tasya , 6 orang. Pliiisss",0,@rikeputrisetiadi1252
Astagaa kak canti bangat shi😊 bsa mnta tips spaya kta putih kaya kakak,0,@aishalakolli6827
Mau berbagai macam produk focallure original silahkan follow ig @arfa.id8 ( ada angka 8 nya ) semua produk harganya di bawah 58 ribuann,0,@ariary1516
"Ka mw tanya dong,cara bikin makeup untuk wajah yg super duper berminyak tp akhir'a matte n glowing. Soal'a saya bermakeup klo udh berminyak super duper berminyak makeup saya kaya ngedempul gitu",0,@mypanda6044
Kak beli focallure Dimana ya,0,@puspitahayuchandra5543
Baru liat vidio y..😁😁19 mei 2019😁😁,2,@sitirahayu5744
Cantik banget deh 😩,0,@anisaferunikatarismaputri8016
"""aku gamau bilang ini semua recommended. Tapi ini semua recommended""
Tasya, 11:40",0,@melatisasabila3718
18 Mei 2019,0,@kusniestia22
"Mampir di chenel ku dong di situ aku lagi belajar makeup, jadi butuh masukan dari kakak dan temen2 sekalian.... 
terimakasih.",0,@retnomaharaniputri9322
Banyak yang lebih cantik,0,@pucuk3657
Pas buka vid ini malem2 kejut gua liat muka lu kayak kunti,0,@akusultan3640
Ada yg liat bln mei thn2019?kgk?,0,@RUSITARUSITA-tz4oe
KURUS BANGET KAK!,0,@raniriani3243
mei 2019????,3,@user-qz9cd6wk6m
"2017 : Nah
2018 : Nah
2019 : lets put this shit on",0,@huajajkjaisbnd6454
Aku baru liat videonya thank u tasya untuk rekomendasinya 💕,1,@agistarielda4713
Aku beli highlighter focalure di shoppe harganya cuma 30 ribu Dan itu bagus bnget. Itu Dari China gitu. Sumpah bagus banget kak. Jadi sukaaaaak,0,@sulastri_937
Aku suka topkan warna makeup matanya like it's. Cantik. Warnanya manis menarik hati,0,@liberthysalviana7011
Udah beli 😃,0,@ednasiaeskina4969
"Kak Tasya, aku punya usul dong. Coba kakak review make up Brun-Brun Paris. Itu make up-nya murah dan packaging-nya imut"" Dan kecil"".",15,@ragilwijayamulya8226
"Mau tanya, yang udah pake foundation nya focallure bnyak yg bilang gak cocok buat kulit yg gmpang berjerawat yaa, dilema mau beli foundi nya apa ngga😂",1,@Ratnasari-zh7jg
kaget dong opening nya astaga:)),1,@marchellyputri6523
Kak tasya rievew produknya jeju vulcanic dong kaa,0,@zahranf5322
Aku,0,@urijisungie2150
aku suka banget matte lipcreamnya brun brun!,0,@Andrea-ot1xw
Semua yg di vidio q beli smua focalur...kena racun omg ka tasya😂😂🙄🙄🙄,0,@ranijutex1619
Baru nonton mei 2019 doong,0,@ernindiatrisna3297
"Vdeo lama yah ..tp br viral skrg focalure...kirain abal"" tauy baguuus😛",0,@liaagustina7783
princes indonesia...in cucok jd princes....im fans of u....jd rjin bljar makeup krna kmu😍,0,@diniaryati29
mei???,0,@ganstam_1074
Beli dimana focallurenya kak,0,@mieachahya920
Novo one brand dong kak hehe,0,@choiyura3255
Mei 2019????😂😂😂,0,@tavitatata8848
Mei 2019? Wkwk,4,@hellalputri6281
what language is this? sounds kinda scary and harsh,1,@sugakookie2814
"Aku juga punya kak produk plokalur 
Bahkan hampir semua punya
Favorit makupe aku tuh😗",1,@tasyatvforcive622
Mei 2019😅😅😅,0,@diahdyl
Baru liat videonya sekarang dan ini jam 12 malem juga😂,1,@Ririfajr
"Mei 2019
 aku baru cari-cari focallure all brand makeup dan ka tasya udah dari 2017 :))))",143,@zoerazora
Mei 2019 ?? 😀😀,0,@syifatemarwut9081
"Aku baru liat videonya, aku udah beli contur sama highligter nya bagus banget 😍",0,@irasismita432
mei 2019,0,@miitaagendizchannel9502
Mei 2019,28,@tikarahmawati1980
mei 2019❤,0,@kumaridharmapatni7512
"Itu idung, plis dah",0,@meliakholifah
Harganya naik apa turun yaa sekarang ?,0,@selvi9096
Aku juga baru ada beberapa emang bagus dia,0,@nurulnuraini3571
Apa cm aq yg liat ni diahir april 2019 dan lg ktagihab bngt sama focallure 😂😂,11,@desiekafiyanti4000
Mirip nia ramadhani,0,@icadahlan1767
macam hantu🤭😂 maybe foundation not recommended..,0,@Mslinda0094
Nggak tau berapa kali nonton ini. Masih suka banget 💕,0,@DinieKamila
ka bikin konten ngeprank ka ahmad dong,0,@sashaapril1399
Apakah ada yg nonton ini bulan April tahun 2019?,41,@melimln4794
Kk Coba dong bikin Tutorial make up Pasar gitu...Umpama bedak jadul gitu ..yg super murah tpi Foundaciony..Dri bedak Kelli😊😊bisa nggk,0,@cameliaamel615
Maskara .......nya...keren buanget cetar...yg setuju jangan like......coman ku,0,@kaaaputri5510
Gaes cek ig fabulash.byfaby. semua product focallure dan bioaqua ori muraaaahhhhhh lgsg cek cek cek,0,@fabykitty5158
"Mba tasya, beli baju nya dmne",0,@ciesuciie850
Hampir mirip muka ka tasya sama artis kristen steward (bella swan) di twilight saga 😂,0,@riaamelia2536
Karna aku baru subscribe,0,@memeyleoni7175
Aku gak tau ttg kakak cuma tau orgnya dan namanya ... Karna aku baru,1,@memeyleoni7175
siapa yg nonton nya 20April 2019?,0,@kimtaehyung-ks4rm
❤,0,@fellasantika7176
Jadi mirip Kajol,0,@afifahamara8221
Kita juga jual focallure original dengan harga termurah di ig @nuku.injar,0,@isyanurika.p1075
Ada yang nonton ini abis coblosan nggak ? wkwkkk😂,20,@inayatulmn
17 april 2019,0,@pakdolan383
H,0,@ariez26082009
"Mei malah, skrg.. Wkwk",1,@indhirasekar04
Wqwq sama,0,@laelirisdayanti6972
Cari focallure? Check IG aku yah @mar.collectionsub (ready Surabaya),0,@marcellayuandi8152
Ka coba dong make up jadul😂,0,@nurlatifah7410
Itu thumbnailnya mirip banget sama dualipa omg 😂,0,@guagapeduliok6779
Kak tasya request dong make up wisuda pake produk focalure simple dan pastinya praktis,0,@fitriwulandari4808
Kak .. belinya di mn nih yg ori? Aq beli bbrp blush beda2 smua warna pdhl seri no sama,0,@hannymeilie3278
Am I the only Malaysian who are so addicted with all her makeup tutorial and review videos. Dayummm she’s beautiful ❤️,9,@sofiamdyahaya4289
Kak tutorial pake brand beautystyle donk...hehe,0,@clampyui
April 2019?😅,69,@chilyafuadina9939
"Nonton 2 tahun kemuadian, 
7 april 2019 😅",30,@claudiavironica3311
Yg nonton April dong mana nih???,10,@irakemalasari9700
Kakk saran dong makeupnya emina one brand tutorial.,0,@ivanathaniaa
"Make up yang ini di kulit ka tasya menurutku ga cocok, karna jadinya terlalu putih banget",0,@ismasaqila8679
"11:50 ""aku pengen jadi owner-nya foccalure"" daaannn.. 2019 tercapai foccalure x Tasya farasya 😍",0,@Ranunazz
"Kak Aku mau request makeup ala YouTubers Arab,modelnya pada cakep cakep😍😂 https://www.youtube.com/channel/UCGDBF-izGQHb3tZeBdAJM6w",0,@antinap24
April 2019.. ternyta ini video udh lma.. tau produknya baru skr.. emng diliat teh murah2.. smpe gk percya gue..,398,@yayangcherry6040
April 2019 hehe...,0,@winanurazizah2769
Kata nya kalo maskara bagus bakal teriak?,0,@noviofficial7540
Kak AQ beli di shoppe di qiangchuan.id murah original GK ya,0,@marselino07
Kak AQ beli di shoppe di qiangchuan.id murah original GK ya,0,@marselino07
Gue barusan beli kok lbh murah sih harganya 2x lipat lbh murah..gue sempet curiga klo gak ori tpi gue samain ama yg beli d tempat lain yg lbh mahal ya sama aja..mngkin owner gue beli nya d cina langsung kli ya,0,@vandha7094
Iya,0,@yriknisofficial1346
Samaa 😂,1,@ardhanariswaridhana1041
Minyak dong produk nya buat nanti ada karnaval,1,@bintinurasiyah1924
"Lah aku malah baru tahu 2020 . Soalnya lagi nyari"" make up juga hihi",0,@badiatulmarifah8374
Gk percaya beneran jg tasya ampe marah banyak yg nggak percaya,3,@setianto9647
Miemie 58 di shoppe emang jauh lebih murah karna di kirim langsung dr Cina (produsennya)..,0,@teduhbanyubening5556
 @teduhbanyubening5556  oh gitu ya sist berarti ori aja ya punya gue..thanks info,0,@vandha7094
"Harganya ko lebih mahal ya😕,aku beli di olshop shopee lebih murah 2× lipat,lokasinya sih dikirim dr luar negeri. Apa merk nya kw??😕 adududuu bingung daah",44,@metykurniayoona1997
Bikin prank donk sekali kali,0,@nurhaini7586
Uda 2 juta aja ... sukses sllu,0,@blotongndeng4378
Highlighter yang no 2 bagus ga sih?,1,@caramelmacchiato3690
Kak fikalur itu apa kak,0,@fatriyaria5402
Kak kaka tu gak pake make up juga cantik apalagi idung nya maucuuung huh tapi gak mancung juga sih nanti serem hehehe,0,@kaleacn8227
Kak coba chellenge make up menor 😂,0,@hanafauziabalqis5538
Memang Klo soal makeup Tasya jago bgt sih...,0,@kitara3720
"Pas pake eye shadow, ""omaygat guys ini gila, ini ungenr banget, kalian harus beli eye shadow nya focallure sekarang juga"" @tasyafarasya wkwkwkkw",2,@mazeratifitrianti4006
Cntik bangettttttt☺☺☺☺☺☺☺,0,@yumnnasakira6613
TERACUNIIIIIII!!!🔥🔥🔥🔥🔥,0,@alifareginaaa
Endors,0,@riyansyachsyachiel3497
gosh soo cool dear i will buy it,0,@septianapondasi1806
Harga highlighter yg rainbow brp,1,@emyu7864
"Jam 12 mlm make up,,bersihin pke apa biar instan langsung tidur😊",0,@ordinarynova3716
Ada yg liat taun 2019 bulan maret ga? Wkwkwk,439,@ramadanifitria2786
"Salfok sama warna backgroundnya kk tasya.. 
Warna lipstiknya sama ama backgrounnya😁👌",0,@nilamr9742
Gara2 kak tasya aku udah beli produknya 😁,0,@ayuazian1719
Mau produkNya apa sj dan Harganya berpa sj .. Kallau kulinya cocok dan dasarnya cantik aman sj sih. 😊 sukses bwt Kk Tasya yg cantiknya alami,0,@lenasimorit6662
"Gara2 nonton vlog nya ka tasya q jadi beli alat make up, padahal q dulu cuek bgt ama muka q",0,@nuraenieni2941
"Mety Kurniayoona kl dari luar negeri emanggg lebih murah secara langsung dikirim dari sana gaperlu ngurus ini itu (bea cukai,dll) di store focallure di ÆON BSD salah satu contoh nya ngerasa lebih mahal... padahal kl dari shoppe yg dari luar lebih murah.... pinter2 bandingin harga... 🧡 karna barang2 dari cina kl dibeli langsung dari negaranya pasti lebih murah👍🏻",8,@angelgabriele3419
" @angelgabriele3419  ooh okey,jdi aku ga perlu khawatir soal barang kw donk ya😆,takut aja gitu",2,@metykurniayoona1997
 @angelgabriele3419  tapi ongkirnya mahal gk?,1,@Aqila_-xy1od
Setauku sih yg lwt shopee jg emg ori kok produknya hrganya jauh bedaa bgt hehe pumpup.id cek aja di shopee bisa kalian jual lg 🤭,2,@yulisharling6264
"Kalau aku biasanya langsung cek ke focallure.com, kalau dibandingin yg di shoope masih lebih mahal yg di web official focallure makanya yg di shopee aku ragu 😊",2,@junilastri
"Check IG aku sis, focallure nya ready Surabaya @mar.collectionsub",0,@marcellayuandi8152
Aprilll,1,@fele_cia2898
 @fele_cia2898  me tooooo,0,@ramadanifitria2786
aq.. wakakaka,0,@bellyhikmah5244
Aye 😁,0,@trianidyaputri284
april wkwk,0,@kazurabee7849
Bln mei 😅,0,@sputri4868
Meii kak wkwk,0,@ghinakyara976
Aku mei,0,@evafjh2358
Ramadani Fitria maap gua juni,0,@bila135
Ramadani Fitria April 2019 hadirr...,1,@litaokky
"Aku beli di shopee malah rata"" di bawah 30 ribu ka 😁😁",0,@refaassef8109
Ka Tasya.... Minta idungnya dikit aja,0,@linapurwati6716
Tapi dari china:(,0,@icalical9578
"kak dukung aku jadi youtuber juga kak 
aku mau juga jadi beauty flogger kaya kakak",2,@fitriofficial6792
dan aku belajar banyak dr tasya 💙 jd mulai suka dunia per make up an,0,@mellanieamelia
Siiip...cetar so pasti👍👍👍❤❤❤,0,@lissuliati3697
Aku jualan focallure serba 25ribu malah:(((((,0,@dianrahayu4705
Sukses dan semangat slalu ka Tasya 😘 Love You 😍,1,@karindapuspita3146
"Kalau sudah cantik,pakai apapun ya cantik 😁",0,@orisam.k810
Dan karena video ne kak tasya jd collab sm focallure dan lahirlah THE NEEDS ...Bdw bagi kak make up nya yg jarang di pke krn make up ku byk yg kadaluarsa nih...Hehehe berharap kak tasya baca coment ne...,25,@liakitty6635
